,X,Latitude,Longitude,Crop.productivity,Forest.productivity,Grassland.productivity,Financial.capital,Human.capital,Social.capital,Manufactured.capital,Urban.capital,FR,BT,Region
11712,11712,107,17,0,0,0.461007,0.4607341,0.6799528,0.5647826,0.2754429,0.004552884,IP,0,IE
11713,11713,107,18,0,0,0.4446553,0.4607341,0.6799528,0.5647826,0.2754429,0,IP,0,IE
11714,11714,107,19,0,0,0.4462501,0.4607341,0.6799528,0.5647826,0.2754429,0.005349836,IP,0,IE
11715,11715,107,20,0,0,0.465693,0.4607341,0.6799528,0.5647826,0.2754429,0.03781182,IP,0,IE
11716,11716,107,21,0,0,0.4479699,0.4607341,0.6799528,0.5647826,0.2754429,0.008300925,IP,0,IE
11717,11717,107,22,0.3226092,0,0.4311791,0.4607341,0.6799528,0.5647826,0.2754429,0.006533427,Int_Fa,0,IE
11718,11718,107,23,0,0.2336231,0.399827,0.4607341,0.6799528,0.5647826,0.2754429,0.000978436,Multifun,0,IE
11719,11719,107,24,0,0,0.4479096,0.4607341,0.6799528,0.5647826,0.2754429,0.01529201,IP,0,IE
11720,11720,107,25,0.3502765,0,0.436855,0.4607341,0.6799528,0.5647826,0.2754429,0.00334562,IP,0,IE
11721,11721,107,26,0.2654826,0,0.2959999,0.3492009,0.5153518,0.4280617,0.2087645,0.01531002,IP,0,IE
11722,11722,108,6,0,0.0916733,0.1928523,0.2211405,0.3263598,0.271081,0.1322055,0.004537174,Multifun,0,IE
11723,11723,108,7,0,0.1862859,0.3918101,0.4463451,0.6587175,0.5471441,0.2668407,0.003256423,Int_AF,0,IE
11724,11724,108,8,0,0.1925037,0.4026786,0.4589976,0.67739,0.5626539,0.2744047,0.001124105,Multifun,0,IE
11725,11725,108,9,0,0,0.4193865,0.4589976,0.67739,0.5626539,0.2744047,0.002649114,Mix_P,0,IE
11726,11726,108,10,0,0,0.4480876,0.4589976,0.67739,0.5626539,0.2744047,0.06006493,Multifun,0,IE
11727,11727,108,11,0,0,0.4233277,0.4589976,0.67739,0.5626539,0.2744047,0.01564314,Mix_P,0,IE
11728,11728,108,12,0,0,0.4369603,0.4589976,0.67739,0.5626539,0.2744047,0.04410736,IP,0,IE
11729,11729,108,13,0,0,0.4372405,0.4589976,0.67739,0.5626539,0.2744047,0.01201927,IP,0,IE
11730,11730,108,14,0,0.2336241,0.4048637,0.4589976,0.67739,0.5626539,0.2744047,0.009299412,Int_AF,0,IE
11731,11731,108,15,0,0.2346009,0.4046937,0.4589976,0.67739,0.5626539,0.2744047,0.002782749,MF,0,IE
11732,11732,108,16,0,0,0.4435738,0.4589976,0.67739,0.5626539,0.2744047,0.004677219,IP,0,IE
11733,11733,108,17,0,0,0.4585945,0.4589976,0.67739,0.5626539,0.2744047,0.01553308,Mix_P,0,IE
11734,11734,108,18,0,0,0.4666189,0.4589976,0.67739,0.5626539,0.2744047,0.005078124,IP,0,IE
11735,11735,108,19,0,0,0.441353,0.4589976,0.67739,0.5626539,0.2744047,0.007821569,IP,0,IE
11736,11736,108,20,0,0,0.433555,0.4589976,0.67739,0.5626539,0.2744047,0.01470769,IP,0,IE
11737,11737,108,21,0,0.19172,0.4098943,0.4589976,0.67739,0.5626539,0.2744047,0.00225607,Int_AF,0,IE
11738,11738,108,22,0.321297,0,0.4662625,0.4589976,0.67739,0.5626539,0.2744047,0.01821364,IP,0,IE
11739,11739,108,23,0.3213903,0,0.455238,0.4589976,0.67739,0.5626539,0.2744047,0.0111703,Int_Fa,0,IE
11740,11740,108,24,0.3368085,0,0.4432845,0.4589976,0.67739,0.5626539,0.2744047,0.002570505,Int_Fa,0,IE
11741,11741,108,25,0,0,0.4271033,0.4589976,0.67739,0.5626539,0.2744047,0.004079793,IP,0,IE
11742,11742,108,26,0,0,0.4033425,0.445119,0.6569079,0.545641,0.2661076,0.02764929,IP,0,IE
11743,11743,109,7,0,0.1168525,0.2462248,0.2796974,0.4127782,0.342862,0.1672128,0.01170233,Int_AF,0,IE
11744,11744,109,8,0,0.1903157,0.4007493,0.457257,0.6748214,0.5605203,0.2733642,0.002521603,Multifun,0,IE
11745,11745,109,9,0,0,0.4092429,0.457257,0.6748214,0.5605203,0.2733642,0.01536455,Mix_P,0,IE
11746,11746,109,10,0,0,0.448032,0.457257,0.6748214,0.5605203,0.2733642,0.02285105,Mix_P,0,IE
11747,11747,109,11,0,0,0.4387721,0.457257,0.6748214,0.5605203,0.2733642,0.002748704,Mix_P,0,IE
11748,11748,109,12,0,0,0.4292985,0.457257,0.6748214,0.5605203,0.2733642,0.004917908,Mix_P,0,IE
11749,11749,109,13,0,0,0.4324491,0.457257,0.6748214,0.5605203,0.2733642,0.002662562,Mix_P,0,IE
11750,11750,109,14,0,0,0.4584308,0.457257,0.6748214,0.5605203,0.2733642,0.01276463,IP,0,IE
11751,11751,109,15,0,0,0.4648328,0.457257,0.6748214,0.5605203,0.2733642,0.01045447,IP,0,IE
11752,11752,109,17,0.3544395,0,0.4519782,0.457257,0.6748214,0.5605203,0.2733642,0.01397062,IP,0,IE
11753,11753,109,22,0,0,0.4738138,0.457257,0.6748214,0.5605203,0.2733642,0.0378397,IP,0,IE
11754,11754,109,23,0.3200786,0,0.4533471,0.457257,0.6748214,0.5605203,0.2733642,0.008434056,IP,0,IE
11755,11755,109,24,0,0.2265419,0.3963717,0.457257,0.6748214,0.5605203,0.2733642,0.003328202,Int_AF,0,IE
11756,11756,109,25,0,0.2335515,0.3970697,0.457257,0.6748214,0.5605203,0.2733642,0.002294502,Int_AF,0,IE
11757,11757,109,26,0,0,0.426837,0.457257,0.6748214,0.5605203,0.2733642,0.01274897,IP,0,IE
11758,11758,109,27,0,0,0.3445514,0.364824,0.5384084,0.4472129,0.2181045,0.02061853,IP,0,IE
11759,11759,110,8,0,0.1583629,0.2633986,0.3790034,0.5593344,0.4645945,0.2265814,0.002531443,Multifun,0,IE
11760,11760,110,9,0,0.1848687,0.3028043,0.4363126,0.6439115,0.5348459,0.2608429,0,Multifun,0,IE
11761,11761,110,15,0.349394,0,0.4660593,0.4555123,0.6722465,0.5583816,0.2723212,0.001809875,Int_Fa,0,IE
11762,11762,110,22,0,0,0.4615022,0.4555123,0.6722465,0.5583816,0.2723212,0.03452024,IP,0,IE
11763,11763,110,23,0,0,0.4477765,0.4555123,0.6722465,0.5583816,0.2723212,0.04193137,IP,0,IE
11764,11764,110,24,0,0.2226156,0.4006143,0.4555123,0.6722465,0.5583816,0.2723212,0.009759281,Int_AF,0,IE
11765,11765,110,25,0,0.3583995,0,0.4555123,0.6722465,0.5583816,0.2723212,0,Multifun,0,IE
11766,11766,110,26,0,0.232363,0.3965587,0.4555123,0.6722465,0.5583816,0.2723212,0.000904937,Multifun,0,IE
11767,11767,110,27,0,0,0.3275764,0.3470419,0.5121656,0.4254151,0.2074738,0.03481109,IP,0,IE
11768,11768,111,22,0,0,0.4522345,0.4537639,0.6696662,0.5562383,0.2712759,0.02066373,IP,0,IE
11769,11769,111,23,0,0,0.4593622,0.4537639,0.6696662,0.5562383,0.2712759,0.05768592,IP,0,IE
11770,11770,111,24,0.3567016,0,0.4507799,0.4537639,0.6696662,0.5562383,0.2712759,0.0744718,IP,0,IE
11771,11771,111,25,0,0.2290838,0.4030456,0.4537639,0.6696662,0.5562383,0.2712759,0.1762206,Multifun,0,IE
11772,11772,111,26,0,0.2329158,0.4054262,0.4537639,0.6696662,0.5562383,0.2712759,0.323711,P-Ur,0,IE
11773,11773,111,27,0,0,0.1662653,0.1761521,0.2599658,0.2159329,0.1053099,0.1425323,P-Ur,0,IE
11774,11774,112,21,0,0,0.4722556,0.4520113,0.6670797,0.5540899,0.2702281,0.01761129,IP,0,IE
11775,11775,112,22,0,0,0.4563652,0.4520113,0.6670797,0.5540899,0.2702281,0.008763067,IP,0,IE
11776,11776,112,23,0,0,0.4519028,0.4520113,0.6670797,0.5540899,0.2702281,0.01095383,IP,0,IE
11777,11777,112,24,0,0,0.435527,0.4520113,0.6670797,0.5540899,0.2702281,0.03619023,IP,0,IE
11778,11778,112,25,0.09608116,0,0.5214264,0.4520113,0.6670797,0.5540899,0.2702281,0.222119,IP,0,IE
11779,11779,112,26,0.1109556,0,0.6130349,0.4520113,0.6670797,0.5540899,0.2702281,0.4063756,P-Ur,0,IE
11780,11780,113,22,0.3482499,0,0.4513863,0.4502547,0.6644873,0.5519366,0.269178,0.004603552,IP,0,IE
11781,11781,113,23,0,0,0.4523438,0.4502547,0.6644873,0.5519366,0.269178,0.03897211,IP,0,IE
11782,11782,113,24,0,0,0.4468107,0.4502547,0.6644873,0.5519366,0.269178,0.02165289,IP,0,IE
11783,11783,113,25,0,0,0.4360005,0.4502547,0.6644873,0.5519366,0.269178,0.01508299,IP,0,IE
11784,11784,113,26,0,0,0.4124803,0.4240947,0.6258803,0.5198688,0.2535386,0.01963948,IP,0,IE
11785,11785,114,21,0.3475444,0,0.457226,0.4484942,0.6618892,0.5497785,0.2681255,0.002596175,IP,0,IE
11786,11786,114,22,0.3498738,0,0.4447261,0.4484942,0.6618892,0.5497785,0.2681255,0.0127274,IP,0,IE
11787,11787,114,23,0,0,0.446667,0.4484942,0.6618892,0.5497785,0.2681255,0.01139091,IP,0,IE
11788,11788,114,24,0,0,0.4471249,0.4484942,0.6618892,0.5497785,0.2681255,0.00325674,IP,0,IE
11789,11789,57,106,0,0,0.2504148,0.5473705,0.6034275,0.4752426,0.2833528,0.000547767,Min_man,0,IT
11790,11790,57,107,0,0.4057149,0,0.5473705,0.6034275,0.4752426,0.2833528,0.004335711,Multifun,0,IT
11791,11791,57,108,0.3851661,0.2475469,0.3294065,0.5473705,0.6034275,0.4752426,0.2833528,0.02040662,Multifun,0,IT
11792,11792,57,109,0.4018616,0.2430855,0.3294065,0.5473705,0.6034275,0.4752426,0.2833528,0.02042519,Int_AF,0,IT
11793,11793,57,110,0.4009465,0.2500446,0.3294065,0.5473705,0.6034275,0.4752426,0.2833528,0.01043542,Int_AF,0,IT
11794,11794,57,111,0.3982788,0.248389,0.3294065,0.5473705,0.6034275,0.4752426,0.2833528,0.006628903,MF,0,IT
11795,11795,58,105,0,0,0.2572987,0.5458384,0.6017386,0.4739125,0.2825598,0,Multifun,0,IT
11796,11796,58,106,0,0,0.2314193,0.5458384,0.6017386,0.4739125,0.2825598,0,Multifun,0,IT
11797,11797,58,107,0.3830388,0.2432773,0.2588099,0.5458384,0.6017386,0.4739125,0.2825598,0.001731282,Int_AF,0,IT
11798,11798,58,108,0.3448604,0,0.4654761,0.5458384,0.6017386,0.4739125,0.2825598,0.04232846,IA,0,IT
11799,11799,58,109,0.5853549,0,0.4722754,0.5458384,0.6017386,0.4739125,0.2825598,0.06641827,Int_Fa,0,IT
11800,11800,58,110,0.591248,0,0.4719273,0.5458384,0.6017386,0.4739125,0.2825598,0.05335496,IA,0,IT
11801,11801,58,111,0.6759805,0.4059966,0.4657758,0.5458384,0.6017386,0.4739125,0.2825598,0.0230529,IA,0,IT
11802,11802,58,112,0.4870601,0.4055861,0.2808994,0.5458384,0.6017386,0.4739125,0.2825598,0.020618,IA,0,IT
11803,11803,59,105,0,0,0,0.5657982,0.722318,0.7239799,0.6852757,0,Min_man,0,IT
11804,11804,59,106,0,0,0.2343841,0.5443017,0.6000445,0.4725782,0.2817643,0,Multifun,0,IT
11805,11805,59,107,0.3994759,0.2430139,0.3275597,0.5443017,0.6000445,0.4725782,0.2817643,0.004542207,Int_AF,0,IT
11806,11806,59,108,0.4172731,0.2409889,0.4749898,0.5443017,0.6000445,0.4725782,0.2817643,0.04007667,Int_AF,0,IT
11807,11807,59,109,0.7723821,0,0.4333096,0.5443017,0.6000445,0.4725782,0.2817643,0.0291366,Int_Fa,0,IT
11808,11808,59,110,0.7954299,0,0.4333096,0.5443017,0.6000445,0.4725782,0.2817643,0.03663308,IA,0,IT
11809,11809,59,111,0.7723047,0,0.4330363,0.5443017,0.6000445,0.4725782,0.2817643,0.03282021,Int_Fa,0,IT
11810,11810,59,112,0.5221448,0,0,0.5443017,0.6000445,0.4725782,0.2817643,0.005603903,IA,0,IT
11811,11811,59,113,0.5069817,0,0.3072133,0.5443017,0.6000445,0.4725782,0.2817643,0.007441095,IA,0,IT
11812,11812,59,114,0.4982947,0,0.3072133,0.5443017,0.6000445,0.4725782,0.2817643,0.002381889,IA,0,IT
11813,11813,59,115,0.4702121,0.3556272,0.2912142,0.5443017,0.6000445,0.4725782,0.2817643,0.01672862,Int_AF,0,IT
11814,11814,59,116,0.4886086,0.3970285,0.2849593,0.5443017,0.6000445,0.4725782,0.2817643,0.01741179,Multifun,0,IT
11815,11815,60,106,0,0,0.2410057,0.5427601,0.598345,0.4712398,0.2809662,0.001279631,Multifun,0,IT
11816,11816,60,107,0.3956309,0.242808,0.4742112,0.5427601,0.598345,0.4712398,0.2809662,0.04499883,Int_AF,0,IT
11817,11817,60,108,0.5790878,0,0.4695642,0.5427601,0.598345,0.4712398,0.2809662,0.01072497,Int_Fa,0,IT
11818,11818,60,109,0.5778253,0,0.4698191,0.5427601,0.598345,0.4712398,0.2809662,0.03128192,Int_Fa,0,IT
11819,11819,60,110,0.7782421,0,0.4324976,0.5427601,0.598345,0.4712398,0.2809662,0.03389642,IA,0,IT
11820,11820,60,111,0.7781895,0,0.4336399,0.5427601,0.598345,0.4712398,0.2809662,0.0480276,IA,0,IT
11821,11821,60,112,0.7043385,0,0.4336399,0.5427601,0.598345,0.4712398,0.2809662,0.04947294,IA,0,IT
11822,11822,60,113,0.6783223,0,0.2691837,0.5427601,0.598345,0.4712398,0.2809662,0.02249942,IA,0,IT
11823,11823,60,114,0.517306,0,0,0.5427601,0.598345,0.4712398,0.2809662,0.02716685,IA,0,IT
11824,11824,60,115,0.5854334,0,0.4703605,0.5427601,0.598345,0.4712398,0.2809662,0.01951668,IA,0,IT
11825,11825,60,116,0.564136,0,0.4700158,0.5427601,0.598345,0.4712398,0.2809662,0.06410124,IA,0,IT
11826,11826,60,117,0.3257095,0,0.2873168,0.5427601,0.598345,0.4712398,0.2809662,0.02690908,IA,0,IT
11827,11827,60,118,0.3316,0,0.3187776,0.5427601,0.598345,0.4712398,0.2809662,0,IA,0,IT
11828,11828,61,105,0,0,0,0.5412138,0.5966404,0.4698973,0.2801658,0.005627189,Min_man,0,IT
11829,11829,61,106,0,0,0.2263795,0.5412138,0.5966404,0.4698973,0.2801658,0.001046492,Multifun,0,IT
11830,11830,61,107,0.3887416,0.239166,0.4728602,0.5412138,0.5966404,0.4698973,0.2801658,0.03592955,Int_AF,0,IT
11831,11831,61,108,0.5800908,0,0.4679289,0.5412138,0.5966404,0.4698973,0.2801658,0.0520951,IA,0,IT
11832,11832,61,109,0.5765128,0,0.4684282,0.5412138,0.5966404,0.4698973,0.2801658,0.09621299,Int_Fa,0,IT
11833,11833,61,110,0.5908606,0,0.4693976,0.5412138,0.5966404,0.4698973,0.2801658,0.09614874,IA,0,IT
11834,11834,61,111,0.8088021,0,0.2741913,0.5412138,0.5966404,0.4698973,0.2801658,0.033552,IA,0,IT
11835,11835,61,112,0.7372944,0,0.2643958,0.5412138,0.5966404,0.4698973,0.2801658,0.009638741,IA,0,IT
11836,11836,61,113,0.7103674,0,0.3141314,0.5412138,0.5966404,0.4698973,0.2801658,0.04878121,IA,0,IT
11837,11837,61,114,0.5933769,0,0.468628,0.5412138,0.5966404,0.4698973,0.2801658,0.02814512,IA,0,IT
11838,11838,61,115,0.5775438,0,0.4690043,0.5412138,0.5966404,0.4698973,0.2801658,0.07535659,Int_Fa,0,IT
11839,11839,61,116,0.5651483,0,0.4692756,0.5412138,0.5966404,0.4698973,0.2801658,0.05099353,IA,0,IT
11840,11840,61,117,0.5429271,0,0.4692756,0.5412138,0.5966404,0.4698973,0.2801658,0.06258756,IA,0,IT
11841,11841,62,104,0,0,0.2388376,0.5396629,0.5949306,0.4685507,0.2793629,0.01158826,Multifun,0,IT
11842,11842,62,105,0,0,0.2414948,0.5396629,0.5949306,0.4685507,0.2793629,0.0145906,Multifun,0,IT
11843,11843,62,106,0,0.3233943,0.2837845,0.5396629,0.5949306,0.4685507,0.2793629,0.02924526,MF,0,IT
11844,11844,62,107,0.3920609,0.2398531,0.3248075,0.5396629,0.5949306,0.4685507,0.2793629,0.03150617,MF,0,IT
11845,11845,62,108,0.3292602,0,0.4602098,0.5396629,0.5949306,0.4685507,0.2793629,0.1148392,IA,0,IT
11846,11846,62,109,0.5683599,0,0.4677317,0.5396629,0.5949306,0.4685507,0.2793629,0.3935616,P-Ur,0,IT
11847,11847,62,110,0.5159334,0,0.466588,0.5396629,0.5949306,0.4685507,0.2793629,0.2931392,Multifun,0,IT
11848,11848,62,111,0.5101796,0,0.3187169,0.5396629,0.5949306,0.4685507,0.2793629,0.02166621,IA,0,IT
11849,11849,62,112,0.5106358,0,0.3187169,0.5396629,0.5949306,0.4685507,0.2793629,0.009492125,IA,0,IT
11850,11850,62,113,0.5155437,0,0.3187169,0.5396629,0.5949306,0.4685507,0.2793629,0.006764398,IA,0,IT
11851,11851,62,114,0.539728,0,0.3642749,0.5396629,0.5949306,0.4685507,0.2793629,0.05265978,IA,0,IT
11852,11852,62,115,0.5932411,0,0.318423,0.5396629,0.5949306,0.4685507,0.2793629,0.03151532,IA,0,IT
11853,11853,63,106,0,0,0,0.5678054,0.7228547,0.7157407,0.7449592,0.00108612,Min_man,0,IT
11854,11854,63,107,0,0,0.2355098,0.5381073,0.5932157,0.4672001,0.2785577,0.00124128,Multifun,0,IT
11855,11855,63,108,0.3844598,0.2376259,0.4695842,0.5381073,0.5932157,0.4672001,0.2785577,0.01505965,Int_AF,0,IT
11856,11856,63,109,0.5203969,0,0.4625299,0.5381073,0.5932157,0.4672001,0.2785577,0.1280527,Int_Fa,0,IT
11857,11857,63,110,0.5776538,0,0.4661792,0.5381073,0.5932157,0.4672001,0.2785577,0.0753439,Int_Fa,0,IT
11858,11858,63,111,0.5818923,0,0.4662924,0.5381073,0.5932157,0.4672001,0.2785577,0.06423626,IA,0,IT
11859,11859,63,112,0.552926,0,0.4659648,0.5381073,0.5932157,0.4672001,0.2785577,0.03628007,IA,0,IT
11860,11860,63,113,0.5383675,0,0.3175051,0.5381073,0.5932157,0.4672001,0.2785577,0.03369711,IA,0,IT
11861,11861,63,114,0.5403346,0,0.3175051,0.5381073,0.5932157,0.4672001,0.2785577,0.0514675,IA,0,IT
11862,11862,64,107,0,0,0,0.536547,0.5914957,0.4658454,0.27775,0,UL,0,IT
11863,11863,64,108,0,0,0.2269953,0.536547,0.5914957,0.4658454,0.27775,0.002229647,Multifun,0,IT
11864,11864,64,109,0.3956641,0.2427033,0.4705009,0.536547,0.5914957,0.4658454,0.27775,0.01790088,MF,0,IT
11865,11865,64,110,0.5062529,0,0.4581132,0.536547,0.5914957,0.4658454,0.27775,0.05076314,IA,0,IT
11866,11866,64,111,0.3501523,0,0.4583948,0.536547,0.5914957,0.4658454,0.27775,0.08752955,Int_Fa,0,IT
11867,11867,64,112,0.5204557,0,0.4575527,0.536547,0.5914957,0.4658454,0.27775,0.03531032,IA,0,IT
11868,11868,64,113,0.1448114,0.2198835,0.4495318,0.536547,0.5914957,0.4658454,0.27775,0.04286382,IP,0,IT
11869,11869,64,114,0.1412701,0,0.4444073,0.536547,0.5914957,0.4658454,0.27775,0.04348266,IP,0,IT
11870,11870,64,115,0.1412364,0,0.4405197,0.536547,0.5914957,0.4658454,0.27775,0.0882212,IP,0,IT
11871,11871,64,116,0.1502142,0.2198835,0.4478351,0.536547,0.5914957,0.4658454,0.27775,0.07720038,IP,0,IT
11872,11872,65,111,0,0.3621133,0.5815153,0.5349819,0.5897703,0.4644866,0.2769398,0.01438237,Int_AF,0,IT
11873,11873,65,112,0.4118832,0.2402496,0.46715,0.5349819,0.5897703,0.4644866,0.2769398,0.1564003,Int_AF,0,IT
11874,11874,65,113,0.5333709,0,0.3150915,0.5349819,0.5897703,0.4644866,0.2769398,0.06993371,IA,0,IT
11875,11875,65,114,0.1480397,0.2192421,0.4531783,0.5349819,0.5897703,0.4644866,0.2769398,0.04785655,IP,0,IT
11876,11876,65,115,0.1480781,0.2192421,0.4537389,0.5349819,0.5897703,0.4644866,0.2769398,0.09278217,IP,0,IT
11877,11877,66,111,0,0,0.4811151,0.5334123,0.5880399,0.4631238,0.2761273,0.001031407,Multifun,0,IT
11878,11878,66,112,0,0.3208844,0,0.5334123,0.5880399,0.4631238,0.2761273,0.004641331,MF,0,IT
11879,11879,66,113,0.4013053,0.2404313,0.466044,0.5334123,0.5880399,0.4631238,0.2761273,0.05362411,Int_AF,0,IT
11880,11880,66,114,0.04448379,0,0.518633,0.5334123,0.5880399,0.4631238,0.2761273,0.08915337,IP,0,IT
11881,11881,66,115,0.05273475,0,0.4559548,0.4668764,0.5228297,0.3991907,0.2367798,0.1342114,Mix_P,0,IT
11882,11882,67,111,0,0,0,0.5318381,0.5863045,0.461757,0.2753123,0.001154653,Min_man,0,IT
11883,11883,67,112,0,0,0.2258967,0.5318381,0.5863045,0.461757,0.2753123,0,Multifun,0,IT
11884,11884,67,113,0,0.4121888,0,0.5318381,0.5863045,0.461757,0.2753123,0.001686876,MF,0,IT
11885,11885,67,114,0.3885241,0.2378754,0.3174298,0.5274689,0.5814878,0.4579635,0.2730505,0.06994467,MF,0,IT
11886,11886,67,115,0.03262952,0,0.3115876,0.346397,0.3818721,0.3007518,0.1793166,0.1408212,Multifun,0,IT
11887,11887,68,112,0,0,0,0.5302592,0.5845639,0.4603862,0.274495,0,Min_man,0,IT
11888,11888,68,113,0,0.3653676,0,0.5302592,0.5845639,0.4603862,0.274495,0.05730943,MF,0,IT
11889,11889,68,114,0,0.4152659,0,0.5302592,0.5845639,0.4603862,0.274495,0.01299625,MF,0,IT
11890,11890,68,115,0,0.4228943,0,0.528681,0.582824,0.4590159,0.273678,0.000959488,MF,0,IT
11891,11891,69,113,0,0,0.2244123,0.5286756,0.5828181,0.4590113,0.2736752,0.003766177,Multifun,0,IT
11892,11892,69,114,0,0,0.2320298,0.5286756,0.5828181,0.4590113,0.2736752,0,Multifun,0,IT
11893,11893,70,114,0,0,0,0.5270876,0.5810675,0.4576325,0.2728532,0,UL,0,IT
11894,11894,65,106,0,0,0.2197359,0.5398577,0.5572795,0.4644866,0.2604422,0,UL,0,IT
11895,11895,65,107,0,0,0.2161396,0.5398577,0.5572795,0.4644866,0.2604422,0,UL,0,IT
11896,11896,65,108,0,0,0.2161396,0.5398577,0.5572795,0.4644866,0.2604422,0.002558882,UL,0,IT
11897,11897,65,109,0,0,0.4703397,0.5398577,0.5572795,0.4644866,0.2604422,0,Multifun,0,IT
11898,11898,65,110,0,0.4643913,0.6224729,0.5398577,0.5572795,0.4644866,0.2604422,0.02299365,Multifun,0,IT
11899,11899,66,105,0,0,0.2155054,0.5382738,0.5556445,0.4631238,0.2596781,0.01421351,Min_man,0,IT
11900,11900,66,106,0,0,0.4726325,0.5382738,0.5556445,0.4631238,0.2596781,0.01111024,Multifun,0,IT
11901,11901,66,107,0,0,0.4715321,0.5382738,0.5556445,0.4631238,0.2596781,0.05854591,Mix_P,0,IT
11902,11902,66,108,0,0,0.4808095,0.5382738,0.5556445,0.4631238,0.2596781,0.03079745,Multifun,0,IT
11903,11903,66,109,0,0,0.4731798,0.5382738,0.5556445,0.4631238,0.2596781,0.01984101,Multifun,0,IT
11904,11904,66,110,0,0,0.4772245,0.5382738,0.5556445,0.4631238,0.2596781,0.01403256,Multifun,0,IT
11905,11905,67,108,0,0,0,0.7673279,0.7850109,0.7429574,0.6771284,0,UL,0,IT
11906,11906,67,109,0,0,0.2231998,0.5366852,0.5540046,0.461757,0.2589117,0.005195939,UL,0,IT
11907,11907,67,110,0,0,0,0.5366852,0.5540046,0.461757,0.2589117,0.001208778,UL,0,IT
11908,11908,54,109,0.1405085,0.1667956,0.150386,0.1741736,0.2069255,0.1522633,0.09269445,0.02171432,Multifun,0,IT
11909,11909,55,109,0.4526095,0.4094047,0.4831693,0.546658,0.6494525,0.4778906,0.290929,0.003753035,Multifun,0,IT
11910,11910,55,110,0.467759,0.3355953,0.4361178,0.546658,0.6494525,0.4778906,0.290929,0.001661792,Int_AF,0,IT
11911,11911,55,111,0.4311688,0,0.2860147,0.5195024,0.6171905,0.4541511,0.2764769,0.01225243,Mix_Fa,0,IT
11912,11912,55,112,0.2670537,0,0.1910791,0.3227342,0.3834217,0.2821355,0.1717577,0.04241256,Multifun,0,IT
11913,11913,56,110,0,0.2654803,0.349821,0.5488978,0.6051113,0.4765688,0.2841435,0,Ext_AF,0,IT
11914,11914,56,111,0.4832663,0.3658904,0.322678,0.5451459,0.6476561,0.4765688,0.2901243,0.007066355,Int_AF,0,IT
11915,11915,56,112,0.6578325,0.5142676,0.2804133,0.5451459,0.6476561,0.4765688,0.2901243,0.01549198,Multifun,0,IT
11916,11916,56,113,0.2174205,0.2446112,0.141906,0.2592984,0.3080573,0.2266797,0.1379975,0.04845044,Multifun,0,IT
11917,11917,56,122,0.2455817,0.1919797,0.2060564,0.2540438,0.3018147,0.2220862,0.135201,0.03071729,Int_AF,0,IT
11918,11918,56,123,0.3470921,0,0.295728,0.3652862,0.4339752,0.3193347,0.1944037,0.1258163,Multifun,0,IT
11919,11919,57,112,0.4031832,0.2517103,0.3294065,0.5436289,0.6458539,0.4752426,0.289317,0.0127936,MF,0,IT
11920,11920,57,113,0.4806267,0.3148455,0.4630825,0.5436289,0.6458539,0.4752426,0.289317,0.0230619,Int_AF,0,IT
11921,11921,57,114,0.3711583,0.2830568,0.3217226,0.3833745,0.4554649,0.3351475,0.2040302,0.07433182,Int_AF,0,IT
11922,11922,57,120,0.2416073,0,0.2003637,0.2532303,0.3008482,0.221375,0.1347681,0.05154618,Multifun,0,IT
11923,11923,57,121,0.4352065,0,0.4153296,0.4927903,0.5854554,0.4307993,0.2622609,0.008861993,Mix_Fa,0,IT
11924,11924,57,122,0.4787331,0.3827493,0.4403829,0.5436289,0.6458539,0.4752426,0.289317,0.004957751,Int_Fa,0,IT
11925,11925,58,113,0.6494598,0,0.273522,0.5421073,0.6440462,0.4739125,0.2885072,0.04408751,Mix_Fa,0,IT
11926,11926,58,114,0.4724483,0.3343582,0.2808994,0.5421073,0.6440462,0.4739125,0.2885072,0.004193961,Int_AF,0,IT
11927,11927,58,115,0.4153995,0.349023,0.246706,0.4761175,0.5656475,0.4162239,0.2533877,0.03130515,Multifun,0,IT
11928,11928,58,116,0.2536207,0.2084519,0.1570012,0.2906919,0.3453541,0.254124,0.154705,0.03453293,Multifun,0,IT
11929,11929,58,117,0.3307871,0.2520299,0.2802229,0.3430169,0.4075183,0.2998667,0.1825521,0.177348,Multifun,0,IT
11930,11930,58,118,0.3767993,0.2699596,0.3509502,0.4399034,0.5226236,0.3845654,0.2341147,0.04578263,Int_AF,0,IT
11931,11931,58,119,0.4733235,0,0.4498946,0.5407037,0.6423786,0.4726854,0.2877602,0.02916167,Int_Fa,0,IT
11932,11932,58,120,0.4752898,0.2428348,0.4509395,0.5421073,0.6440462,0.4739125,0.2885072,0.01379471,Int_AF,0,IT
11933,11933,58,121,0.5283196,0.2651448,0.4509395,0.5421073,0.6440462,0.4739125,0.2885072,0.003407015,Int_AF,0,IT
11934,11934,59,117,0.494752,0.3321915,0.4604863,0.5405811,0.642233,0.4725782,0.287695,0.05340786,Mix_Fa,0,IT
11935,11935,59,118,0.4506049,0,0.2991845,0.5405811,0.642233,0.4725782,0.287695,0.006259383,Multifun,0,IT
11936,11936,59,119,0.2622672,0.3474381,0.269439,0.5405811,0.642233,0.4725782,0.287695,0,Int_AF,0,IT
11937,11937,60,119,0.2542465,0,0.2673552,0.5511419,0.6171941,0.4712398,0.2795156,0.003461449,IA,0,IT
