x,y,Crop.productivity,Forest.productivity,Grassland.productivity,Financial.capital,Human.capital,Social.capital,Manufactured.capital,Urban.capital,FR,BT
118,77,0.096562703,0,0.46646669,0.738214728,0.702606444,0.714768848,0.651437446,0.049640861,Multifun,0
119,77,0.074498658,0,0.359034293,0.578308226,0.55041314,0.559941016,0.510327984,0.053341871,IP,0
120,77,0.02422481,0,0.121226205,0.191206415,0.181983445,0.185133653,0.168730065,0.051700039,Mix_P,0
115,78,0.097083639,0,0.466886298,0.741906775,0.706120403,0.718343635,0.654695492,0.06499542,Multifun,0
115,71,0,0,0,0.758176131,0.738003105,0.734096272,0.669052382,0.009287491,UL,0
114,72,0,0,0,0.755871525,0.731804593,0.731864861,0.667018683,0.004878439,UL,0
115,72,0,0,0.274100773,0.755871525,0.735759818,0.731864861,0.667018683,0.011809555,UL,0
116,72,0,0,0,0.755871525,0.735759818,0.731864861,0.667018683,0.003207863,UL,0
111,73,0,0.581788373,0.44712607,0.753560511,0.733510294,0.729627245,0.664979329,0.00363214,Multifun,0
112,73,0,0.170307684,0.270920066,0.753560511,0.733510294,0.729627245,0.664979329,0.005341903,UL,0
113,73,0.040680317,0,0.437628589,0.712942863,0.693973372,0.690299624,0.629136293,0.019553749,Multifun,0
114,73,0,0.175752552,0.224757671,0.685681617,0.667437475,0.663904202,0.605079612,0.012921609,UL,0
115,73,0,0.097831787,0.387530872,0.648633642,0.631375247,0.628032879,0.572386634,0.021030728,UL,0
116,73,0,0,0.2408671,0.753560511,0.733510294,0.729627245,0.664979329,0.001771776,UL,0
117,73,0,0,0.265230901,0.753560511,0.733510294,0.729627245,0.664979329,0.000575827,UL,0
111,74,0.042950956,0,0.496727597,0.75124277,0.731254222,0.727383117,0.662934039,0.010862905,Multifun,0
112,74,0.093773744,0,0.457061736,0.726425804,0.707097569,0.703354343,0.641034312,0.013484473,IP,0
113,74,0.093298609,0,0.457456013,0.726863724,0.707523837,0.703778355,0.641420755,0.105326034,Multifun,0
114,74,0.071091856,0,0.340422414,0.540633004,0.526248215,0.523462367,0.477081491,0.034447873,Multifun,0
115,74,0.04027845,0,0.461613712,0.701848781,0.683174474,0.679557892,0.619346323,0.034348718,Multifun,0
116,74,0,0.172626279,0.246862845,0.712800627,0.693834921,0.690161905,0.629010777,0.006268018,Multifun,0
117,74,0,0,0.279517121,0.75124277,0.731254222,0.727383117,0.662934039,0.000609382,UL,0
111,75,0.096149839,0,0.461068891,0.748918622,0.745712311,0.725132784,0.660883095,0.075250416,Multifun,0
112,75,0.099129989,0,0.456975233,0.746715567,0.726847476,0.722999699,0.65893901,0.049720905,Multifun,0
113,75,0.093309545,0,0.429614933,0.700865943,0.682217787,0.67860627,0.618479018,0.044369163,IP,0
117,67,0.044760007,0,0.501268775,0.486460139,0.544760435,0.415935262,0.246711798,0.135802648,Multifun,0
117,68,0,0,0.570737289,0.743809982,0.697552843,0.720186395,0.656374977,0.100707529,UL,0
115,69,0,0,0.275918323,0.762765162,0.715329211,0.738539554,0.673101972,0.004384906,UL,0
116,69,0,0,0.443873132,0.755707505,0.708710466,0.73170605,0.666873943,0.035572008,UL,0
117,69,0,0,0.443458499,0.759523528,0.712289173,0.735400876,0.670241393,0.025590454,UL,0
118,69,0,0,0.446957489,0.762765162,0.725972671,0.738539554,0.673101972,0.043893895,UL,0
115,70,0,0,0.277214526,0.76047401,0.713180545,0.73632117,0.671080145,0.001689689,UL,0
116,70,0,0,0.277214526,0.76047401,0.713180545,0.73632117,0.671080145,0.00995933,UL,0
117,70,0,0,0.450572687,0.76047401,0.713180545,0.73632117,0.671080145,0.033105386,UL,0
117,71,0,0,0,0.758176131,0.711025569,0.734096272,0.669052382,0.003226556,UL,0
150,92,0.46439156,0,0.322364821,0.445141353,0.690314562,0.691803584,0.307778752,0.55600114,P-Ur,0
151,92,0.455196255,0,0.450661756,0.445141353,0.690314562,0.691803584,0.307778752,0.277038659,Multifun,0
146,89,0.287001304,0.12962396,0.41087517,0.407770582,0.541531602,0.698912472,0.393750388,0.010399472,IA,0
147,89,0.449937956,0,0.449274985,0.407770582,0.541531602,0.698912472,0.393750388,0.038459537,Mix_Fa,0
148,89,0.451081157,0,0.318927737,0.407770582,0.541531602,0.698912472,0.393750388,0.024980609,Mix_Fa,0
149,89,0.451036236,0,0.323400708,0.407770582,0.541531602,0.698912472,0.393750388,0.016146106,IA,0
150,89,0.451174373,0,0.316390213,0.407770582,0.541531602,0.698912472,0.393750388,0.019848184,IA,0
151,89,0.451401302,0,0.315659208,0.407770582,0.541531602,0.698912472,0.393750388,0.017197833,IA,0
152,89,0.451965344,0,0.320315615,0.392072608,0.531794519,0.698912472,0.333173405,0.011139888,IA,0
153,89,0.285257835,0.12962396,0.409291043,0.407770582,0.541531602,0.698912472,0.393750388,0.015422518,IA,0
147,90,0.294115643,0,0.447755695,0.406391645,0.539700332,0.696548995,0.392418863,0.050689501,Mix_Fa,0
148,90,0.44882203,0,0.447755695,0.406391645,0.539700332,0.696548995,0.392418863,0.047419211,Mix_Fa,0
149,90,0.449932731,0,0.317805463,0.406391645,0.539700332,0.696548995,0.392418863,0.028023873,IA,0
150,90,0.449501859,0,0.311641679,0.406391645,0.539700332,0.696548995,0.392418863,0.022757867,IA,0
151,90,0.357262917,0,0.298707376,0.406391645,0.539700332,0.696548995,0.392418863,0.025307016,IA,0
152,90,0.357264108,0,0.298707376,0.406391645,0.539700332,0.696548995,0.392418863,0.034262581,IA,0
153,90,0.450352861,0,0.320576686,0.406391645,0.539700332,0.696548995,0.392418863,0.02515608,Mix_Fa,0
154,90,0.295470042,0,0.320554729,0.406391645,0.539700332,0.696548995,0.392418863,0.028761785,Mix_Fa,0
155,90,0.450642374,0,0.321598855,0.388619051,0.563836308,0.696548995,0.344751303,0.018464563,Mix_Fa,0
147,91,0.45308462,0,0.315235803,0.405009058,0.537864214,0.694179262,0.391083812,0.053901567,Mix_Fa,0
148,91,0.455042497,0,0.446232382,0.405009058,0.537864214,0.694179262,0.391083812,0.073573558,Mix_Fa,0
149,91,0.45590025,0,0.312575577,0.405009058,0.537864214,0.694179262,0.391083812,0.098067425,Mix_Fa,0
150,91,0.44745609,0,0.452209344,0.405009058,0.537864214,0.694179262,0.391083812,0.120756224,Mix_Fa,0
151,91,0.445544418,0,0.452209344,0.405009058,0.537864214,0.694179262,0.391083812,0.090579703,IA,0
152,91,0.445468509,0,0.452209344,0.405009058,0.537864214,0.694179262,0.391083812,0.090763553,IA,0
153,91,0.446161112,0,0.452209344,0.405009058,0.537864214,0.694179262,0.391083812,0.037246401,Int_Fa,0
154,91,0.290640807,0,0.452209391,0.405009058,0.537864214,0.694179262,0.391083812,0.033469113,Int_Fa,0
155,91,0.296805559,0,0.451499068,0.405009058,0.537864214,0.694179262,0.391083812,0.060528535,Mix_Fa,0
156,91,0.47902416,0,0.452209344,0.405009058,0.537864214,0.694179262,0.391083812,0.06700508,IA,0
145,92,0.457488747,0,0.319524735,0.403623003,0.536023491,0.691803584,0.389745413,0.025101293,Mix_Fa,0
146,92,0.457727578,0,0.317389499,0.403623003,0.536023491,0.691803584,0.389745413,0.036827445,Mix_Fa,0
147,92,0.293388547,0,0.316546365,0.403623003,0.536023491,0.691803584,0.389745413,0.054716489,Multifun,0
148,92,0.45908757,0,0.44766214,0.403623003,0.536023491,0.691803584,0.389745413,0.112739285,Mix_Fa,0
149,92,0.466899656,0,0.320076374,0.403623003,0.536023491,0.691803584,0.389745413,0.185961107,Mix_Fa,0
152,92,0.45032045,0,0.450661756,0.403623003,0.536023491,0.691803584,0.389745413,0.07874344,Int_Fa,0
153,92,0.482410298,0,0.450661756,0.403623003,0.536023491,0.691803584,0.389745413,0.058564132,IA,0
154,92,0.486970428,0,0.326392606,0.403623003,0.536023491,0.691803584,0.389745413,0.062520043,IA,0
155,92,0.49030542,0,0.479457489,0.403623003,0.536023491,0.691803584,0.389745413,0.073638233,Int_Fa,0
147,93,0.452732072,0,0.446121006,0.402233479,0.534178163,0.689421963,0.388403665,0.031911815,Int_Fa,0
148,93,0.458178088,0,0.446121006,0.402233479,0.534178163,0.689421963,0.388403665,0.066579084,Int_Fa,0
149,93,0.480053219,0,0.446121006,0.402233479,0.534178163,0.689421963,0.388403665,0.084813221,IA,0
150,93,0.494126085,0,0.493392949,0.402233479,0.534178163,0.689421963,0.388403665,0.085269696,IA,0
151,93,0.489311884,0,0.473890446,0.402233479,0.534178163,0.689421963,0.388403665,0.08937798,Int_Fa,0
152,93,0.475141098,0,0.446121006,0.402233479,0.534178163,0.689421963,0.388403665,0.053515574,IA,0
153,93,0.47517605,0,0.455695183,0.402233479,0.534178163,0.689421963,0.388403665,0.074388971,Int_Fa,0
154,93,0.486767094,0,0.474097974,0.402233479,0.534178163,0.689421963,0.388403665,0.061947928,Int_Fa,0
155,93,0.489284103,0,0.469306176,0.402233479,0.534178163,0.689421963,0.388403665,0.040294372,Int_Fa,0
150,94,0.468736168,0,0.444575824,0.400840306,0.532327986,0.687034085,0.387058392,0.08165776,IA,0
151,94,0.457108562,0,0.317372493,0.400840306,0.532327986,0.687034085,0.387058392,0.027012483,Mix_Fa,0
152,94,0.475219114,0,0.316208367,0.400840306,0.532327986,0.687034085,0.387058392,0.029121541,IA,0
153,94,0.484763269,0,0.476528406,0.400840306,0.532327986,0.687034085,0.387058392,0.098207661,Mix_Fa,0
154,94,0.482437715,0,0.468644095,0.400840306,0.532327986,0.687034085,0.387058392,0.026830525,Mix_Fa,0
153,95,0.296304123,0.144773337,0.268932008,0.399443664,0.530473204,0.684640263,0.385709771,0.023143529,MF,0
149,83,0.105325071,0.20415919,0.275122479,0.399955241,0.542486267,0.712964132,0.339871868,0.019775169,Int_AF,0
147,84,0.244290722,0.202022304,0.274224692,0.398650098,0.540716012,0.71063757,0.33876279,0.008820168,Int_AF,0
148,84,0,0.210407498,0.272444445,0.398650098,0.540716012,0.71063757,0.33876279,0.006236569,MF,0
149,84,0,0.217023768,0,0.398650098,0.540716012,0.71063757,0.33876279,0.026742819,MF,0
150,84,0.296837847,0.131798557,0.305172128,0.398650098,0.540716012,0.71063757,0.33876279,0.016057668,IA,0
151,84,0.29467444,0.129046197,0.323739983,0.398650098,0.540716012,0.71063757,0.33876279,0.017871321,Int_AF,0
152,84,0.294518258,0.13804714,0.418124154,0.398650098,0.540716012,0.71063757,0.33876279,0.013782048,IA,0
146,85,0,0.213373376,0.313234435,0.397341444,0.538940997,0.708304751,0.337650729,0.003999107,MF,0
147,85,0,0.213938444,0,0.397341444,0.538940997,0.708304751,0.337650729,0.006318419,MF,0
148,85,0,0.215249362,0.374947444,0.397341444,0.538940997,0.708304751,0.337650729,0.006173462,MF,0
149,85,0.295750497,0.131365901,0.32719398,0.397341444,0.538940997,0.708304751,0.337650729,0.020191654,Multifun,0
150,85,0.298978097,0,0.455312531,0.397341444,0.538940997,0.708304751,0.337650729,0.109945602,Mix_Fa,0
151,85,0.456604582,0,0.455312531,0.397341444,0.538940997,0.708304751,0.337650729,0.046096318,Mix_Fa,0
152,85,0.456406705,0,0.455312531,0.397341444,0.538940997,0.708304751,0.337650729,0.021752073,Mix_Fa,0
153,85,0.469884592,0,0.455312531,0.397341444,0.538940997,0.708304751,0.337650729,0.026834094,Multifun,0
144,86,0.084565047,0.216129628,0.322696579,0.396029456,0.537161459,0.705965988,0.336535835,0.000297455,MF,0
145,86,0,0.21044373,0,0.396029456,0.537161459,0.705965988,0.336535835,0.004997251,MF,0
146,86,0,0.21027583,0,0.396029456,0.537161459,0.705965988,0.336535835,0.016479029,MF,0
147,86,0.290788801,0.130932141,0.426841712,0.396029456,0.537161459,0.705965988,0.336535835,0.019870021,Int_Fa,0
148,86,0.304264574,0,0.476094058,0.396029456,0.537161459,0.705965988,0.336535835,0.019819029,Mix_Fa,0
149,86,0.29795946,0,0.453809127,0.396029456,0.537161459,0.705965988,0.336535835,0.027697347,Mix_P,0
150,86,0.297955193,0,0.453809127,0.396029456,0.537161459,0.705965988,0.336535835,0.047609862,Mix_Fa,0
151,86,0.297913563,0,0.453809127,0.396029456,0.537161459,0.705965988,0.336535835,0.026295058,Mix_Fa,0
152,86,0.476847209,0,0.453809127,0.396029456,0.537161459,0.705965988,0.336535835,0.028164777,Multifun,0
153,86,0.464827374,0,0.317629479,0.396029456,0.537161459,0.705965988,0.336535835,0.029329103,Multifun,0
154,86,0.293639254,0.129083147,0.289943978,0.396029456,0.537161459,0.705965988,0.336535835,0.033620959,Mix_Fa,0
155,86,0.293714689,0.124213948,0.321611785,0.396029456,0.537161459,0.705965988,0.336535835,0.008651703,IA,0
156,86,0.45458616,0,0.324945869,0.396029456,0.537161459,0.705965988,0.336535835,0.025419689,Mix_Fa,0
142,87,0,0.206565821,0.381484007,0.394713958,0.53537716,0.703620969,0.335417958,0.014230432,MF,0
143,87,0,0.211370667,0.389939388,0.394713958,0.53537716,0.703620969,0.335417958,0.007081334,MF,0
144,87,0,0.214643498,0.389939388,0.394713958,0.53537716,0.703620969,0.335417958,0.008046971,MF,0
145,87,0.286509246,0.130497222,0.412048439,0.394713958,0.53537716,0.703620969,0.335417958,0.030519195,IA,0
146,87,0.454881483,0,0.320762042,0.394713958,0.53537716,0.703620969,0.335417958,0.02564019,IA,0
147,87,0.454954165,0,0.323767919,0.394713958,0.53537716,0.703620969,0.335417958,0.043885637,Mix_Fa,0
148,87,0.453131937,0,0.452301701,0.394713958,0.53537716,0.703620969,0.335417958,0.045223975,Mix_Fa,0
149,87,0.453399618,0,0.452301701,0.394713958,0.53537716,0.703620969,0.335417958,0.021769173,Mix_Fa,0
150,87,0.297159819,0,0.452301701,0.394713958,0.53537716,0.703620969,0.335417958,0.062927311,Mix_Fa,0
151,87,0.296948085,0,0.452301749,0.394713958,0.53537716,0.703620969,0.335417958,0.026004421,EP,0
152,87,0.477425258,0,0.452301701,0.394713958,0.53537716,0.703620969,0.335417958,0.052288369,Mix_Fa,0
153,87,0.288812552,0.130546761,0.412048392,0.394713958,0.53537716,0.703620969,0.335417958,0.026012892,Int_AF,0
154,87,0.293565712,0.13054628,0.302158959,0.392564651,0.569560866,0.703620969,0.348251519,0.027656168,Int_AF,0
140,88,0.110258469,0.153841021,0.462477672,0.39339495,0.533588101,0.701269692,0.334297098,0.013034741,MF,0
141,88,0.287360883,0.130522649,0.423540815,0.39339495,0.533588101,0.701269692,0.334297098,0.031008163,Int_Fa,0
142,88,0.287720224,0.130563407,0.421095298,0.39339495,0.533588101,0.701269692,0.334297098,0.020033316,Int_Fa,0
143,88,0.451909138,0,0.450790254,0.39339495,0.533588101,0.701269692,0.334297098,0.050805098,Mix_Fa,0
144,88,0.45190019,0,0.450790254,0.39339495,0.533588101,0.701269692,0.334297098,0.01599795,Mix_Fa,0
145,88,0.452933302,0,0.321675821,0.39339495,0.533588101,0.701269692,0.334297098,0.021426278,IA,0
146,88,0.452866381,0,0.323019804,0.39339495,0.533588101,0.701269692,0.334297098,0.022422456,Mix_Fa,0
147,88,0.452533192,0,0.318854651,0.39339495,0.533588101,0.701269692,0.334297098,0.023815417,IA,0
148,88,0.452537734,0,0.318002826,0.39339495,0.533588101,0.701269692,0.334297098,0.021029495,IA,0
149,88,0.452662387,0,0.321375924,0.39339495,0.533588101,0.701269692,0.334297098,0.016394733,Multifun,0
150,88,0.451092837,0,0.450790301,0.39339495,0.533588101,0.701269692,0.334297098,0.031506252,Mix_Fa,0
151,88,0.451758446,0,0.450790254,0.39339495,0.533588101,0.701269692,0.334297098,0.031717307,Mix_Fa,0
152,88,0.295966702,0,0.450790254,0.39339495,0.533588101,0.701269692,0.334297098,0.056976339,Mix_Fa,0
139,89,0.431639569,0.160779858,0.460923071,0.392072608,0.531794519,0.698912472,0.333173405,0.010996853,MF,0
140,89,0,0.152007556,0.25155798,0.392072608,0.531794519,0.698912472,0.333173405,0.0134621,MF,0
141,89,0,0.156708227,0.246184609,0.392072608,0.531794519,0.698912472,0.333173405,0.014867207,MF,0
142,89,0.465515007,0,0.32567745,0.392072608,0.531794519,0.698912472,0.333173405,0.033352353,IA,0
143,89,0.457586285,0,0.322136508,0.392072608,0.531794519,0.698912472,0.333173405,0.043331135,IA,0
144,89,0.45434168,0,0.449274985,0.392072608,0.531794519,0.698912472,0.333173405,0.020588599,Mix_Fa,0
145,89,0.450421002,0,0.449274985,0.392072608,0.531794519,0.698912472,0.333173405,0.031223658,Mix_Fa,0
139,90,0.320663634,0.158521712,0.278020624,0.390746756,0.529996177,0.696548995,0.33204673,0.029080428,Ext_AF,0
140,90,0,0.142811094,0.250707299,0.390746756,0.529996177,0.696548995,0.33204673,0.021181419,MF,0
141,90,0,0.15456209,0.250707299,0.390746756,0.529996177,0.696548995,0.33204673,0.020980171,MF,0
142,90,0.459328448,0,0.321735213,0.390746756,0.529996177,0.696548995,0.33204673,0.021147878,Mix_Fa,0
143,90,0.461055611,0,0.321256734,0.390746756,0.529996177,0.696548995,0.33204673,0.08840685,Mix_Fa,0
144,90,0.460364395,0,0.321243164,0.390746756,0.529996177,0.696548995,0.33204673,0.188209405,Mix_Fa,0
145,90,0.455479356,0,0.447755648,0.390746756,0.529996177,0.696548995,0.33204673,0.064273784,Mix_Fa,0
146,90,0.293988079,0,0.447755695,0.390746756,0.529996177,0.696548995,0.33204673,0.026933776,Mix_Fa,0
140,91,0,0.152291875,0.249854413,0.389417394,0.528193074,0.694179262,0.330917072,0.039653168,MF,0
141,91,0,0.157081673,0.249854413,0.389417394,0.528193074,0.694179262,0.330917072,0.0122929,MF,0
142,91,0,0.152668969,0.249854366,0.389417394,0.528193074,0.694179262,0.330917072,0.00506424,MF,0
143,91,0.294189337,0,0.320133075,0.389417394,0.528193074,0.694179262,0.330917072,0.021117715,Mix_Fa,0
144,91,0.455614221,0,0.320794985,0.389417394,0.528193074,0.694179262,0.330917072,0.049021177,Mix_Fa,0
145,91,0.459600698,0,0.320416932,0.389417394,0.528193074,0.694179262,0.330917072,0.014766522,Mix_Fa,0
146,91,0.294423061,0,0.31113826,0.389417394,0.528193074,0.694179262,0.330917072,0.019922688,Multifun,0
139,91,0.109143632,0.160507424,0.444928049,0.368586931,0.47008357,0.694179262,0.370623069,0.018878084,MF,0
137,92,0.279516795,0.149201906,0.248999294,0.575911725,0.621447859,0.64710901,0.435876895,0.033804296,MF,0
138,92,0.445837954,0,0.444705249,0.367325523,0.468474811,0.691803584,0.369354692,0.054566589,Mix_Fa,0
139,92,0,0.153284528,0.248999294,0.367325523,0.468474811,0.691803584,0.369354692,0.037943428,MF,0
140,92,0,0.160997091,0.248999294,0.367325523,0.468474811,0.691803584,0.369354692,0.017822418,MF,0
141,92,0,0.160044912,0.248999294,0.367325523,0.468474811,0.691803584,0.369354692,0.01432456,MF,0
142,92,0,0.151802714,0.248999294,0.367325523,0.468474811,0.691803584,0.369354692,0.008403187,MF,0
143,92,0.293503097,0,0.320118397,0.367325523,0.468474811,0.691803584,0.369354692,0.005488305,Mix_Fa,0
144,92,0.29345737,0,0.319262721,0.403623003,0.536023491,0.691803584,0.389745413,0.015215681,Mix_Fa,0
138,93,0.439201257,0.152172948,0.441878901,0.366060958,0.466862027,0.689421963,0.368083142,0.021172182,MF,0
139,93,0,0.157871137,0.248142082,0.366060958,0.466862027,0.689421963,0.368083142,0.151392304,Ext_AF,0
140,93,0,0.145798586,0,0.366060958,0.466862027,0.689421963,0.368083142,0.172572786,MF,0
141,93,0,0.137396409,0.248142082,0.366060958,0.466862027,0.689421963,0.368083142,0.091187284,MF,0
142,93,0,0.130672001,0,0.366060958,0.466862027,0.689421963,0.368083142,0.001817604,MF,0
143,93,0.317402574,0,0.493796346,0.366060958,0.466862027,0.689421963,0.368083142,0.007751791,Multifun,0
144,93,0.324421713,0,0.49337616,0.366060958,0.466862027,0.689421963,0.368083142,0.029853523,Int_Fa,0
145,93,0.460278056,0,0.317864545,0.366060958,0.466862027,0.689421963,0.368083142,0.037314829,IA,0
146,93,0.453145524,0,0.446121053,0.366060958,0.466862027,0.689421963,0.368083142,0.033272943,Int_Fa,0
140,94,0,0.201023817,0,0.364793072,0.465245006,0.687034085,0.366808251,0.032231367,MF,0
141,94,0,0.201549097,0,0.364793072,0.465245006,0.687034085,0.366808251,0.01369647,MF,0
142,94,0,0.151816236,0.317538034,0.364793072,0.465245006,0.687034085,0.366808251,0.011612225,Ext_AF,0
143,94,0.108020248,0.146515763,0.440348411,0.364793072,0.465245006,0.687034085,0.366808251,0.102285173,Multifun,0
144,94,0.325357781,0,0.491672418,0.364793072,0.465245006,0.687034085,0.366808251,0.163803498,Int_Fa,0
145,94,0.324684571,0,0.491666841,0.364793072,0.465245006,0.687034085,0.366808251,0.15043786,Mix_Fa,0
146,94,0.318723329,0,0.4787006,0.364793072,0.465245006,0.687034085,0.366808251,0.049922641,Int_Fa,0
147,94,0.50116115,0,0.476716161,0.364793072,0.465245006,0.687034085,0.366808251,0.025639528,Int_Fa,0
148,94,0.482435296,0,0.466711242,0.364793072,0.465245006,0.687034085,0.366808251,0.048409082,Int_Fa,0
149,94,0.473157816,0,0.44896664,0.364793072,0.465245006,0.687034085,0.366808251,0.064752213,Int_Fa,0
144,95,0.326772225,0.158954465,0.316431641,0.363522029,0.463623961,0.684640263,0.365530187,0.047407969,Int_AF,0
145,95,0.290370366,0,0.313268667,0.363522029,0.463623961,0.684640263,0.365530187,0.224272993,Multifun,0
146,95,0.326519305,0,0.480954376,0.363522029,0.463623961,0.684640263,0.365530187,0.225113677,Multifun,0
147,95,0.328727454,0,0.474414188,0.363522029,0.463623961,0.684640263,0.365530187,0.085181044,Mix_Fa,0
148,95,0.475626634,0,0.462833396,0.363522029,0.463623961,0.684640263,0.365530187,0.124783842,Mix_Fa,0
149,95,0.466696473,0,0.461069833,0.363522029,0.463623961,0.684640263,0.365530187,0.026539232,Mix_Fa,0
147,96,0.33671909,0.149580513,0.307238777,0.36224783,0.46199889,0.682240497,0.364248949,0.053779432,Ext_AF,0
148,96,0,0.132623429,0.241354326,0.36224783,0.46199889,0.682240497,0.364248949,0.060432049,MF,0
149,96,0,0.130286713,0.245557273,0.36224783,0.46199889,0.682240497,0.364248949,0.070846262,MF,0
150,96,0,0.131393109,0.245557273,0.36224783,0.46199889,0.682240497,0.364248949,0.046765437,MF,0
150,97,0,0.140967226,0.264359475,0.360970475,0.460369794,0.679834788,0.362964538,0.033301294,MF,0
151,97,0,0.200491115,0.425249788,0.531377857,0.676266794,0.635913468,0.446290641,0.127893666,Int_AF,0
159,90,0.285728577,0.123509015,0.416735674,0.384238482,0.526097926,0.696548995,0.380019199,0.036031892,IA,0
160,90,0.290986408,0.126011518,0.299122058,0.384238482,0.526097926,0.696548995,0.380019199,0.021491678,IA,0
161,90,0.283805944,0.129520187,0.411430137,0.384238482,0.526097926,0.696548995,0.380019199,0.042647941,Int_Fa,0
162,90,0.28590967,0,0.407966521,0.384238482,0.526097926,0.696548995,0.380019199,0.047226347,Int_Fa,0
163,90,0.28485025,0,0.407947156,0.384238482,0.526097926,0.696548995,0.380019199,0.043964442,Int_Fa,0
164,90,0.289375342,0,0.408590641,0.384238482,0.526097926,0.696548995,0.380019199,0.025642431,IA,0
157,91,0.451935567,0,0.447840107,0.382931262,0.524308086,0.694179262,0.378726333,0.042085006,Mix_Fa,0
158,91,0.462545423,0,0.321498546,0.382931262,0.524308086,0.694179262,0.378726333,0.059325159,IA,0
159,91,0.463924565,0,0.321141295,0.382931262,0.524308086,0.694179262,0.378726333,0.053826356,IA,0
160,91,0.474873575,0,0.4664746,0.382931262,0.524308086,0.694179262,0.378726333,0.038583494,Int_Fa,0
161,91,0.472847874,0,0.46944634,0.382931262,0.524308086,0.694179262,0.378726333,0.06064553,IA,0
162,91,0.282394391,0,0.406794157,0.382931262,0.524308086,0.694179262,0.378726333,0.0713005,Int_Fa,0
163,91,0.285019115,0,0.407154084,0.382931262,0.524308086,0.694179262,0.378726333,0.049840147,IA,0
156,92,0.481912286,0,0.467877808,0.381620763,0.522513755,0.691803584,0.377430225,0.063835903,Int_Fa,0
157,92,0.4836732,0,0.472116973,0.381620763,0.522513755,0.691803584,0.377430225,0.051360211,Int_Fa,0
158,92,0.481862517,0,0.469089232,0.381620763,0.522513755,0.691803584,0.377430225,0.156620743,IA,0
159,92,0.479172679,0,0.465738688,0.381620763,0.522513755,0.691803584,0.377430225,0.043781519,Int_Fa,0
160,92,0.48075446,0,0.47406418,0.381620763,0.522513755,0.691803584,0.377430225,0.037518688,IA,0
161,92,0.477382042,0,0.319506063,0.381620763,0.522513755,0.691803584,0.377430225,0.062103631,IA,0
162,92,0,0.147110669,0.248999294,0.381620763,0.522513755,0.691803584,0.377430225,0.050727265,MF,0
163,92,0,0.212104026,0.316831543,0.381620763,0.522513755,0.691803584,0.377430225,0.056298853,MF,0
164,92,0,0.212862008,0.358430408,0.381620763,0.522513755,0.691803584,0.377430225,0.01955469,MF,0
156,93,0.484701879,0,0.469412505,0.380306985,0.520714936,0.689421963,0.376130874,0.052005053,Int_Fa,0
157,93,0.476086297,0,0.466114302,0.380306985,0.520714936,0.689421963,0.376130874,0.032783269,Int_Fa,0
158,93,0.478615268,0,0.446121006,0.380306985,0.520714936,0.689421963,0.376130874,0.096814387,IA,0
159,93,0.477299997,0,0.465424003,0.380306985,0.520714936,0.689421963,0.376130874,0.107512522,Int_Fa,0
160,93,0.476487012,0,0.467128297,0.380306985,0.520714936,0.689421963,0.376130874,0.044004276,Int_Fa,0
161,93,0.109679296,0.155554128,0.44592122,0.380306985,0.520714936,0.689421963,0.376130874,0.031098458,MF,0
162,93,0,0.214682242,0.478348334,0.380306985,0.520714936,0.689421963,0.376130874,0.006274469,MF,0
155,94,0.301134999,0.161497511,0.426383445,0.378989756,0.51891139,0.687034085,0.374828109,0.031834368,Int_AF,0
156,94,0.301454861,0.16041327,0.426010956,0.378989756,0.51891139,0.687034085,0.374828109,0.050501598,Int_AF,0
157,94,0.305405619,0.152101303,0.44437673,0.378989756,0.51891139,0.687034085,0.374828109,0.058540831,MF,0
158,94,0.305220304,0.157062164,0.44437673,0.378989756,0.51891139,0.687034085,0.374828109,0.059128059,MF,0
159,94,0.297340143,0.161391939,0.234220362,0.378989756,0.51891139,0.687034085,0.374828109,0.052709906,MF,0
160,94,0.109299411,0.154076849,0.44437673,0.378989756,0.51891139,0.687034085,0.374828109,0.076141126,MF,0
161,94,0,0.210167543,0.464597327,0.385902924,0.572414157,0.522761793,0.368813215,0.052304636,MF,0
150,95,0.464648917,0,0.440100476,0.377669248,0.517103356,0.684640263,0.373522101,0.011332747,Mix_Fa,0
151,95,0,0.146810215,0.268931962,0.377669248,0.517103356,0.684640263,0.373522101,0.031624544,MF,0
152,95,0,0.13315028,0.268932008,0.377669248,0.517103356,0.684640263,0.373522101,0.042223753,Ext_AF,0
154,95,0,0.149869386,0.266066866,0.377669248,0.517103356,0.684640263,0.373522101,0.054586749,MF,0
155,95,0,0.148504926,0.258335671,0.377669248,0.517103356,0.684640263,0.373522101,0.039100036,MF,0
156,95,0,0.205744787,0,0.377669248,0.517103356,0.684640263,0.373522101,0.044004025,MF,0
157,95,0,0.21000224,0,0.377669248,0.517103356,0.684640263,0.373522101,0.061518269,MF,0
158,95,0,0.211420119,0,0.377669248,0.517103356,0.684640263,0.373522101,0.042800693,MF,0
159,95,0,0.209825238,0,0.377669248,0.517103356,0.684640263,0.373522101,0.056334053,MF,0
160,95,0,0.201598456,0,0.377669248,0.517103356,0.684640263,0.373522101,0.029836031,MF,0
161,95,0,0.206712959,0.346682813,0.377669248,0.517103356,0.684640263,0.373522101,0.047103016,MF,0
151,96,0,0.134587985,0.263717881,0.376345461,0.515290831,0.682240497,0.372212851,0.074903554,MF,0
