"","x","y","Crop.productivity","Forest.productivity","Grassland.productivity","Financial.capital","Human.capital","Social.capital","Manufactured.capital","Urban.capital"
"1",160,73,0.48835898,0,0.23032414,0.24287418,0.45884044,0.80048582,0.46446546,0.02414559
"2",161,74,0.2760494,0,0.22961569,0.24212717,0.45742917,0.79802375,0.46303689,0.03041613
"3",162,74,0.26205795,0,0.21631407,0.24212717,0.45742917,0.79802375,0.46303689,0.02246255
"4",160,75,0.5044663,0,0.21564485,0.24040564,0.46411295,0.79555488,0.4085886,0.0680808
"5",161,75,0.27999096,0,0.22823939,0.24137809,0.45601401,0.79555488,0.46160438,0.06485253
"6",162,75,0.2495159,0,0.2272739,0.24137809,0.45601401,0.79555488,0.46160438,0.03976845
"7",161,76,0.04689342,0.26567538,0,0.24062684,0.45459475,0.79307885,0.46016772,0.03311212
"8",162,76,0.26387515,0,0.22819293,0.24062684,0.45459475,0.79307885,0.46016772,0.02790178
"9",162,77,0.43203207,0,0,0.23987353,0.45317158,0.79059603,0.45872711,0.06457402
"10",163,77,0.33200773,0,0.21208063,0.23987353,0.45317158,0.79059603,0.45872711,0.04613254
"11",162,78,0.34902419,0,0.2142517,0.23911815,0.45174452,0.78810639,0.45728255,0.07636486
"12",163,78,0.32568464,0,0.21425166,0.15168798,0.33269184,0.72954151,0.42799938,0.10613951
"13",164,78,0.39793577,0,0,0.23911815,0.45174452,0.78810639,0.45728255,0.01214085
"14",165,78,0.37754133,0,0,0.23911815,0.45174452,0.78810639,0.45728255,0.026396
"15",163,79,0.52104208,0,0.23000166,0.24248728,0.46197452,0.78560961,0.47381175,0.07584187
"16",164,79,0.35166252,0,0.20875499,0.23836061,0.45031336,0.78560961,0.45583384,0.02784459
"17",165,79,0.35803752,0,0,0.23836061,0.45031336,0.78560961,0.45583384,0.05462372
"18",166,79,0.45787563,0,0,0.23836061,0.45031336,0.78560961,0.45583384,0.03616462
"19",159,77,0.23901294,0.28260423,0,0.24402639,0.46490676,0.79059603,0.47681913,0.0204703
"20",160,77,0.23674657,0.26466668,0,0.24402639,0.46490676,0.79059603,0.47681913,0.03723139
"21",161,77,0.2128934,0.26462799,0,0.24402639,0.46490676,0.79059603,0.47681913,0.0231198
"22",153,78,0,0,0,0.24325794,0.46344274,0.78810639,0.4753176,0.00351429
"23",154,78,0,0.53008401,0,0.24325794,0.46344274,0.78810639,0.4753176,0
"24",157,78,0,0.53008408,0,0.24325794,0.46344274,0.78810639,0.4753176,0.00616848
"25",158,78,0,0.53008408,0,0.24325794,0.46344274,0.78810639,0.4753176,0.02008585
"26",159,78,0,0.53008401,0,0.24325794,0.46344274,0.78810639,0.4753176,0.06760799
"27",160,78,0.45423478,0,0.23144491,0.24325794,0.46344274,0.78810639,0.4753176,0.15241524
"28",161,78,0.47933081,0,0.22796126,0.24325794,0.46344274,0.78810639,0.4753176,0.17284836
"29",152,79,0.04647498,0,0.06540191,0.24248728,0.46197452,0.78560961,0.47381175,0.04113779
"30",153,79,0,0.53287008,0,0.24248728,0.46197452,0.78560961,0.47381175,0.00572843
"31",154,79,0,0.53003935,0,0.24248728,0.46197452,0.78560961,0.47381175,0.02115245
"32",155,79,0,0.53035976,0,0.24248728,0.46197452,0.78560961,0.47381175,0.00149224
"33",156,79,0,0.52840466,0,0.24248728,0.46197452,0.78560961,0.47381175,0.00935121
"34",157,79,0,0.53315982,0,0.24248728,0.46197452,0.78560961,0.47381175,0.01783227
"35",158,79,0,0.52840473,0,0.24248728,0.46197452,0.78560961,0.47381175,0.00792552
"36",159,79,0.27637775,0,0.25428156,0.24248728,0.46197452,0.78560961,0.47381175,0.02036718
"37",160,79,0.47142428,0,0.24169677,0.24248728,0.46197452,0.78560961,0.47381175,0.09019193
"38",161,79,0.54242676,0,0,0.24248728,0.46197452,0.78560961,0.47381175,0.29078676
"39",162,79,0.52986792,0,0.23000166,0.24248728,0.46197452,0.78560961,0.47381175,0.11479962
"40",151,80,0,0,0,0.24171463,0.46050249,0.78310637,0.47230201,0.03115551
"41",152,80,0.04773848,0.29256308,0,0.24171463,0.46050249,0.78310637,0.47230201,0.0644971
"42",153,80,0.04738453,0.34547611,0,0.24171463,0.46050249,0.78310637,0.47230201,0.05092524
"43",154,80,0.43243852,0,0.2426561,0.24171463,0.46050249,0.78310637,0.47230201,0.04815396
"44",155,80,0.46835407,0,0.24379473,0.24171463,0.46050249,0.78310637,0.47230201,0.01250998
"45",156,80,0.46932443,0,0.24092664,0.24171463,0.46050249,0.78310637,0.47230201,0.02628215
"46",157,80,0.44991342,0,0.22997654,0.24171463,0.46050249,0.78310637,0.47230201,0.07546299
"47",158,80,0.45928836,0,0.22987435,0.24171463,0.46050249,0.78310637,0.47230201,0.04099779
"48",159,80,0.24598775,0,0.23262097,0.24171463,0.46050249,0.78310637,0.47230201,0.03809375
"49",160,80,0.29631982,0,0.23941109,0.24171463,0.46050249,0.78310637,0.47230201,0.04394876
