"","x","y","Crop.productivity","Forest.productivity","Grassland.productivity","Financial.capital","Human.capital","Social.capital","Manufactured.capital","Urban.capital"
"1",160,73,0.49259106,0,0.30430108,1.09670668,0.78141205,0.88061781,0.99917627,0.04344239
"2",161,74,0.28923887,0,0.29956568,1.09333352,0.77900865,0.87790928,0.99610309,0.05401541
"3",162,74,0.30716683,0,0.30235756,1.09333352,0.77900865,0.87790928,0.99610309,0.03392932
"4",160,75,0.49438332,0,0.29773772,1.08833028,0.7784332,0.87519326,0.9930214,0.12806053
"5",161,75,0.29334089,0,0.30364712,1.08995103,0.7765986,0.87519326,0.9930214,0.10903592
"6",162,75,0.30470404,0,0.307004,1.08995103,0.7765986,0.87519326,0.9930214,0.0544604
"7",161,76,0.19244094,0.17048543,0.1917031,1.08655875,0.77418158,0.87246938,0.9899308,0.06034585
"8",162,76,0.30575326,0,0.30449298,1.08655875,0.77418158,0.87246938,0.9899308,0.03961459
"9",162,77,0.46499335,0,0.29852642,1.08315715,0.77175791,0.86973801,0.98683171,0.11098986
"10",163,77,0.30237867,0,0.23806172,1.08315715,0.77175791,0.86973801,0.98683171,0.0711245
"11",162,78,0.32444455,0,0.24027742,1.07974622,0.7693276,0.86699915,0.98372411,0.15332724
"12",163,78,0.3106431,0,0.24776608,0.9141635,0.76342097,0.82115505,0.90409222,0.16449091
"13",164,78,0.32124686,0,0.33177961,1.07974622,0.7693276,0.86699915,0.98372411,0.01936203
"14",165,78,0.35421841,0,0.32007881,1.07974622,0.7693276,0.86699915,0.98372411,0.04610103
"15",163,79,0.32672082,0,0.24028643,1.08404246,0.77489374,0.86425243,0.9806076,0.14841463
"16",164,79,0.30785393,0,0.27228329,1.0763255,0.76689031,0.86425243,0.9806076,0.05728766
"17",165,79,0.24887831,0,0,1.0763255,0.76689031,0.86425243,0.9806076,0.09903064
"18",166,79,0.28595256,0,0.2070913,1.0763255,0.76689031,0.86425243,0.9806076,0.05927858
"19",159,77,0.20085521,0.1431384,0.22250603,1.09092309,0.77981214,0.86973801,0.98683171,0.0529347
"20",160,77,0.21197679,0.13811222,0.24651099,1.09092309,0.77981214,0.86973801,0.98683171,0.08584036
"21",161,77,0.19170311,0.13811222,0.1912464,1.09092309,0.77981214,0.86973801,0.98683171,0.0564518
"22",153,78,0.03826688,0,0.31677299,1.08748771,0.77735646,0.86699915,0.98372411,0.00976116
"23",154,78,0,0.09814002,0.26420697,1.08748771,0.77735646,0.86699915,0.98372411,0
"24",157,78,0,0.09814002,0.26169824,1.08748771,0.77735646,0.86699915,0.98372411,0.01380074
