"","x","y","Crop.productivity","Forest.productivity","Grassland.productivity","Financial.capital","Human.capital","Social.capital","Manufactured.capital","Urban.capital"
"1",160,73,0.47267339,0,0.29358774,1.13456762,0.80149282,0.93070031,1.01249089,0.04536246
"2",161,74,0.2483552,0,0.28913326,1.131078,0.79902765,0.92783773,1.00937675,0.05778068
"3",162,74,0.27981178,0,0.29152288,1.131078,0.79902765,0.92783773,1.00937675,0.03671628
"4",160,75,0.47421154,0,0.28732183,1.12617702,0.7980129,0.92496725,1.00625401,0.13475562
"5",161,75,0.25220376,0,0.29268884,1.12757875,0.79655567,0.92496725,1.00625401,0.11721607
"6",162,75,0.281548,0,0.29570764,1.12757875,0.79655567,0.92496725,1.00625401,0.0584782
"7",161,76,0.17253131,0.13173874,0.1861646,1.12406936,0.79407654,0.92208845,1.00312222,0.06465383
"8",162,76,0.28121187,0,0.29328202,1.12406936,0.79407654,0.92208845,1.00312222,0.04301725
"9",162,77,0.44516451,0,0.28782899,1.12055033,0.79159058,0.91920174,0.99998183,0.11961562
"10",163,77,0.29132983,0,0.230205,1.12055033,0.79159058,0.91920174,0.99998183,0.07597237
"11",162,78,0.31326732,0,0.23206301,1.11702165,0.78909782,0.91630712,0.99683282,0.16173664
"12",163,78,0.29968237,0,0.24054268,0.97560936,0.784514,0.87841352,0.93119061,0.17135905
"13",164,78,0.30988564,0,0.32093997,1.11702165,0.78909782,0.91630712,0.99683282,0.02003852
"14",165,78,0.36048492,0,0.30974866,1.11702165,0.78909782,0.91630712,0.99683282,0.04877854
"15",163,79,0.3124672,0,0.23484338,1.12018327,0.79293872,0.91340419,0.99367478,0.15466392
"16",164,79,0.29777937,0,0.25576475,1.11348284,0.7865979,0.91340419,0.99367478,0.05991988
"17",165,79,0.25487122,0,0,1.11348284,0.7865979,0.91340419,0.99367478,0.10339753
"18",166,79,0.27374929,0,0.20260887,1.11348284,0.7865979,0.91340419,0.99367478,0.06101571
"19",159,77,0.18213402,0.11060695,0.21160661,1.12729329,0.79797166,0.91920174,0.99998183,0.05572809
"20",160,77,0.2054073,0.10672308,0.23781088,1.12729329,0.79797166,0.91920174,0.99998183,0.08882008
"21",161,77,0.17328349,0.10672308,0.14778131,1.12729329,0.79797166,0.91920174,0.99998183,0.05916583
"22",153,78,0.03759314,0,0.30921517,1.12374337,0.7954588,0.91630712,0.99683282,0.01005286
"23",154,78,0,0.07583547,0.2533042,1.12374337,0.7954588,0.91630712,0.99683282,0
"24",157,78,0,0.07583547,0.24920351,1.12374337,0.7954588,0.91630712,0.99683282,0.01428942
"25",158,78,0,0.0818506,0.20721369,1.12374337,0.7954588,0.91630712,0.99683282,0.04909825
"26",159,78,0,0.08642267,0.25449985,1.12374337,0.7954588,0.91630712,0.99683282,0.14661479
"27",160,78,0.37016155,0,0.23987563,1.12374337,0.7954588,0.91630712,0.99683282,0.29030935
"28",161,78,0.37320363,0,0.25301596,1.12374337,0.7954588,0.91630712,0.99683282,0.30040006
"29",152,79,0.0730703,0,0.2988789,1.12018327,0.79293872,0.91340419,0.99367478,0.08167002
"30",153,79,0,0.07727738,0.24601891,1.12018327,0.79293872,0.91340419,0.99367478,0.01624786
"31",154,79,0,0.07620863,0.24710344,1.12018327,0.79293872,0.91340419,0.99367478,0.05364561
"32",155,79,0,0.07633449,0.24506024,1.12018327,0.79293872,0.91340419,0.99367478,0.0039364
"33",156,79,0,0.07559521,0.24438705,1.12018327,0.79293872,0.91340419,0.99367478,0.02664713
"34",157,79,0,0.07739328,0.24519049,1.12018327,0.79293872,0.91340419,0.99367478,0.0479695
"35",158,79,0,0.07559521,0.24541213,1.12018327,0.79293872,0.91340419,0.99367478,0.02110946
"36",159,79,0.19249818,0,0.23547693,1.12018327,0.79293872,0.91340419,0.99367478,0.0483579
"37",160,79,0.19646372,0,0.25281678,1.12018327,0.79293872,0.91340419,0.99367478,0.21671571
"38",161,79,0.2883852,0,0.23749554,1.12018327,0.79293872,0.91340419,0.99367478,0.49625293
"39",162,79,0.34273427,0,0.24732576,1.12018327,0.79293872,0.91340419,0.99367478,0.22772942
"40",151,80,0.07029752,0,0.31539293,1.11661394,0.79041212,0.91049374,0.99050856,0.07322495
"41",152,80,0.17076756,0.11460558,0.22489421,1.11661394,0.79041212,0.91049374,0.99050856,0.14297783
"42",153,80,0.17089222,0.1065536,0.22487162,1.11661394,0.79041212,0.91049374,0.99050856,0.10590059
"43",154,80,0.42830606,0,0.27555419,1.11661394,0.79041212,0.91049374,0.99050856,0.11522298
"44",155,80,0.45723678,0,0.31798325,1.11661394,0.79041212,0.91049374,0.99050856,0.02997767
"45",156,80,0.43384676,0,0.27530548,1.11661394,0.79041212,0.91049374,0.99050856,0.07126324
"46",157,80,0.42527826,0,0.3339916,1.11661394,0.79041212,0.91049374,0.99050856,0.1638837
"47",158,80,0.375439,0,0.23752292,1.11661394,0.79041212,0.91049374,0.99050856,0.10064918
"48",159,80,0.17833306,0,0.20326982,1.11661394,0.79041212,0.91049374,0.99050856,0.08242542
"49",160,80,0.30616273,0,0.24794966,1.11661394,0.79041212,0.91049374,0.99050856,0.1077081
"50",161,80,0.32615211,0,0.24841901,1.11661394,0.79041212,0.91049374,0.99050856,0.50905273
"51",162,80,0.34387389,0,0.24832848,1.11661394,0.79041212,0.91049374,0.99050856,0.4217643
"52",163,80,0.345157,0,0.24832848,1.11661394,0.79041212,0.91049374,0.99050856,0.23208878
"53",164,80,0.34133185,0,0.23983713,1.11661394,0.79041212,0.91049374,0.99050856,0.15262379
"54",165,80,0.33799231,0,0.2398371,1.11661394,0.79041212,0.91049374,0.99050856,0.13634216
"55",154,81,0.17081747,0.10537317,0.22528759,1.11303443,0.78787831,0.90757499,0.9873333,0.07285007
"56",155,81,0.38881065,0,0.25060479,1.11303443,0.78787831,0.90757499,0.9873333,0.12088127
"57",156,81,0.43386735,0,0.11430962,1.11303443,0.78787831,0.90757499,0.9873333,0.09444205
"58",157,81,0.43419972,0,0.11797838,1.11303443,0.78787831,0.90757499,0.9873333,0.19675724
"59",158,81,0.30308928,0,0,1.11303443,0.78787831,0.90757499,0.9873333,0.20040606
"60",159,81,0.31265317,0,0.24477733,1.11303443,0.78787831,0.90757499,0.9873333,0.26681991
"61",160,81,0.33290549,0,0.24314688,1.11303443,0.78787831,0.90757499,0.9873333,0.34149799
"62",161,81,0.30938414,0,0.24522401,1.11303443,0.78787831,0.90757499,0.9873333,0.47103405
"63",163,81,0.34270041,0,0.2475324,1.11303443,0.78787831,0.90757499,0.9873333,0.2874857
"64",164,81,0.34711577,0,0.24753242,1.11303443,0.78787831,0.90757499,0.9873333,0.15792951
"65",165,81,0.29649545,0,0.24753242,1.11303443,0.78787831,0.90757499,0.9873333,0.10908602
"66",154,82,0.16581142,0.10503337,0.13614942,1.10944521,0.78533763,0.90464832,0.98414944,0.02139924
"67",155,82,0.17077979,0.10503337,0.19452111,1.10944521,0.78533763,0.90464832,0.98414944,0.0580834
"68",156,82,0.18445963,0,0.2117832,1.10944521,0.78533763,0.90464832,0.98414944,0.06464897
"69",157,82,0.38119903,0,0.24979666,1.10944521,0.78533763,0.90464832,0.98414944,0.18733856
"70",158,82,0.32221336,0,0,1.10944521,0.78533763,0.90464832,0.98414944,0.20044252
