"","x","y","Crop.productivity","Forest.productivity","Grassland.productivity","Financial.capital","Human.capital","Social.capital","Manufactured.capital","Urban.capital"
"1",160,73,0.48742208,0,0.33160688,0.8713217,0.68181144,0.72355365,0.85847081,0.03511359
"2",161,74,0.37924527,0,0.32543029,0.86864175,0.67971438,0.7213282,0.8558304,0.04096428
"3",162,74,0.3713029,0,0.32843759,0.86864175,0.67971438,0.7213282,0.8558304,0.02680112
"4",160,75,0.49782323,0,0.3238979,0.86377296,0.68144328,0.7190966,0.82676016,0.09996823
"5",161,75,0.38121545,0,0.32796424,0.8659544,0.67761153,0.7190966,0.85318268,0.08350961
"6",162,75,0.30247614,0,0.31091248,0.8659544,0.67761153,0.7190966,0.85318268,0.04487536
"7",161,76,0.1345778,0.24103359,0.12033883,0.86325928,0.67550258,0.71685855,0.8505273,0.04604224
"8",162,76,0.30598818,0,0.30929546,0.86325928,0.67550258,0.71685855,0.8505273,0.03166675
"9",162,77,0.50726142,0,0.32387662,0.86055674,0.67338784,0.71461433,0.84786463,0.08468939
"10",163,77,0.27720054,0,0.25535948,0.86055674,0.67338784,0.71461433,0.84786463,0.05678094
"11",162,78,0.41074102,0,0.29361083,0.8578468,0.6712673,0.71236397,0.84519465,0.11557507
"12",163,78,0.33825875,0,0.29715267,0.63760502,0.65730881,0.63207521,0.74520902,0.13737883
"13",164,78,0.35213048,0,0.3572881,0.8578468,0.6712673,0.71236397,0.84519465,0.01582413
"14",165,78,0.35773149,0,0.34454745,0.8578468,0.6712673,0.71236397,0.84519465,0.03579551
"15",163,79,0.3686614,0,0.27096897,0.86514728,0.68578964,0.71010715,0.85149543,0.11856642
"16",164,79,0.35057165,0,0.32033785,0.85512907,0.66914067,0.71010715,0.84251701,0.04397245
"17",165,79,0.30130993,0,0.14111009,0.85512907,0.66914067,0.71010715,0.84251701,0.07826412
"18",166,79,0.31106966,0.06476766,0.22659905,0.85512907,0.66914067,0.71010715,0.84251701,0.05043733
"19",159,77,0.13848547,0.22413639,0.14396706,0.87063853,0.69014248,0.71461433,0.85690003,0.03947756
"20",160,77,0.13349278,0.22151264,0.15625869,0.87063853,0.69014248,0.71461433,0.85690003,0.06782496
"21",161,77,0.1327047,0.22134711,0.15647433,0.87063853,0.69014248,0.71461433,0.85690003,0.04308327
"22",153,78,0.05181973,0,0.35775545,0.86789684,0.68796918,0.71236397,0.8542016,0.00738381
"23",154,78,0,0.13864041,0.26799647,0.86789684,0.68796918,0.71236397,0.8542016,0
"24",157,78,0,0.13864041,0.26801842,0.86789684,0.68796918,0.71236397,0.8542016,0.01085229
"25",158,78,0,0.14809172,0.23394218,0.86789684,0.68796918,0.71236397,0.8542016,0.03726761
"26",159,78,0,0.15527563,0.26764507,0.86789684,0.68796918,0.71236397,0.8542016,0.113281
"27",160,78,0.43515132,0,0.30960851,0.86789684,0.68796918,0.71236397,0.8542016,0.23765558
"28",161,78,0.5116056,0,0.33592579,0.86789684,0.68796918,0.71236397,0.8542016,0.25407871
"29",152,79,0.08856144,0.1507256,0.34935552,0.86514728,0.68578964,0.71010715,0.85149543,0.06609672
"30",153,79,0,0.14199602,0.26679715,0.86514728,0.68578964,0.71010715,0.85149543,0.01066523
"31",154,79,0,0.13958617,0.26679715,0.86514728,0.68578964,0.71010715,0.85149543,0.04034569
"32",155,79,0,0.13986773,0.26679715,0.86514728,0.68578964,0.71010715,0.85149543,0.00301442
"33",156,79,0,0.13820119,0.26679715,0.86514728,0.68578964,0.71010715,0.85149543,0.01797569
"34",157,79,0,0.14225457,0.26679718,0.86514728,0.68578964,0.71010715,0.85149543,0.03430232
"35",158,79,0,0.13820119,0.26679715,0.86514728,0.68578964,0.71010715,0.85149543,0.01461352
"36",159,79,0.23680522,0.0616289,0.29366685,0.86514728,0.68578964,0.71010715,0.85149543,0.03590441
"37",160,79,0.30561751,0,0.28983111,0.86514728,0.68578964,0.71010715,0.85149543,0.16011823
"38",161,79,0.39514418,0,0.30095916,0.86514728,0.68578964,0.71010715,0.85149543,0.42633728
"39",162,79,0.44429836,0,0.30279114,0.86514728,0.68578964,0.71010715,0.85149543,0.18104658
"40",151,80,0.08118578,0.15013355,0.35684459,0.86239059,0.68360446,0.70784448,0.84878224,0.05580666
"41",152,80,0.1319337,0.21686157,0.15927731,0.86239059,0.68360446,0.70784448,0.84878224,0.11095124
"42",153,80,0.13237545,0.20640729,0.15925341,0.86239059,0.68360446,0.70784448,0.84878224,0.08354662
"43",154,80,0.48712734,0,0.31093467,0.86239059,0.68360446,0.70784448,0.84878224,0.08741519
"44",155,80,0.47176862,0,0.35571875,0.86239059,0.68360446,0.70784448,0.84878224,0.02269612
"45",156,80,0.3894369,0,0.28597076,0.86239059,0.68360446,0.70784448,0.84878224,0.05148792
"46",157,80,0.48982499,0,0.37326478,0.86239059,0.68360446,0.70784448,0.84878224,0.12850777
"47",158,80,0.42694017,0,0.27425149,0.86239059,0.68360446,0.70784448,0.84878224,0.07536826
"48",159,80,0.22552411,0.06537713,0.27492484,0.86239059,0.68360446,0.70784448,0.84878224,0.06308705
"49",160,80,0.29816741,0,0.28504431,0.86239059,0.68360446,0.70784448,0.84878224,0.07873923
"50",161,80,0.37523439,0,0.28888452,0.86239059,0.68360446,0.70784448,0.84878224,0.45720647
"51",162,80,0.44039894,0,0.31423825,0.86239059,0.68360446,0.70784448,0.84878224,0.36191279
"52",163,80,0.39002932,0,0.28389415,0.86239059,0.68360446,0.70784448,0.84878224,0.18977112
"53",164,80,0.38669489,0,0.27312555,0.86239059,0.68360446,0.70784448,0.84878224,0.1171681
"54",165,80,0.43735451,0,0.29788781,0.86239059,0.68360446,0.70784448,0.84878224,0.10032952
"55",154,81,0.13200066,0.21671191,0.15946581,0.85962604,0.68141304,0.70557535,0.84606131,0.05708319
"56",155,81,0.43688795,0,0.28889361,0.85962604,0.68141304,0.70557535,0.84606131,0.08855967
"57",156,81,0.43611091,0,0,0.85962604,0.68141304,0.70557535,0.84606131,0.0680223
"58",157,81,0.49370218,0,0.14418249,0.85962604,0.68141304,0.70557535,0.84606131,0.15826898
"59",158,81,0.38461165,0,0.14255773,0.85962604,0.68141304,0.70557535,0.84606131,0.15139145
