"","x","y","Crop.productivity","Forest.productivity","Grassland.productivity","Financial.capital","Human.capital","Social.capital","Manufactured.capital","Urban.capital"
"1",160,73,0.44040547,0,0.26687018,0.43630876,0.54836707,0.69149858,0.63479237,0.02338353
"2",161,74,0.41850199,0,0.26604934,0.4349668,0.54668045,0.68937173,0.63283992,0.03041613
"3",162,74,0.40987765,0,0.26604934,0.4349668,0.54668045,0.68937173,0.63283992,0.02245275
"4",160,75,0.45651864,0,0.26522625,0.43191714,0.55204308,0.68723899,0.5647333,0.06654306
"5",161,75,0.4244991,0,0.26522625,0.43362112,0.54498916,0.68723899,0.63088208,0.06485253
"6",162,75,0.40499754,0,0.28191569,0.43362112,0.54498916,0.68723899,0.63088208,0.03975259
"7",161,76,0.10594524,0.2384346,0.10321271,0.43227155,0.54329298,0.68510008,0.62891858,0.03279716
"8",162,76,0.41865201,0.11128155,0.28248111,0.43227155,0.54329298,0.68510008,0.62891858,0.02790178
"9",162,77,0.56363864,0,0,0.43091828,0.54159214,0.6829553,0.62694967,0.06431245
"10",163,77,0.41928968,0,0.25773599,0.43091828,0.54159214,0.6829553,0.62694967,0.04592828
"11",162,78,0.521039,0,0.27066094,0.42956129,0.53988663,0.68080463,0.62497537,0.07626005
"12",163,78,0.41241699,0,0.27066091,0.26552773,0.47508057,0.59146425,0.55510806,0.10574642
"13",164,78,0.38484209,0,0.33861431,0.42956129,0.53988663,0.68080463,0.62497537,0.01214085
"14",165,78,0.39459517,0,0.34154055,0.42956129,0.53988663,0.68080463,0.62497537,0.02630699
"15",163,79,0.54010154,0,0.27559519,0.43568811,0.55869792,0.67864779,0.64544144,0.07436833
"16",164,79,0.39095291,0,0.25716371,0.42820041,0.53817623,0.67864779,0.6229954,0.02762125
"17",165,79,0.39980814,0,0.15014082,0.42820041,0.53817623,0.67864779,0.6229954,0.05430104
"18",166,79,0.49003691,0,0.25275377,0.42820041,0.53817623,0.67864779,0.6229954,0.03600663
"19",159,77,0.1515775,0.29727589,0.10288959,0.4384535,0.56224408,0.6829553,0.64953818,0.01942191
"20",160,77,0.10702857,0.2843932,0,0.4384535,0.56224408,0.6829553,0.64953818,0.03566186
"21",161,77,0.10708697,0.28445493,0,0.4384535,0.56224408,0.6829553,0.64953818,0.02202365
"22",153,78,0.02120633,0,0.23491962,0.43707279,0.56047354,0.68080463,0.64749275,0.00336829
"23",154,78,0,0.21051245,0,0.43707279,0.56047354,0.68080463,0.64749275,0
"24",157,78,0,0.21051245,0,0.43707279,0.56047354,0.68080463,0.64749275,0.00574049
"25",158,78,0,0.21692347,0,0.43707279,0.56047354,0.68080463,0.64749275,0.01924886
"26",159,78,0,0.22179641,0,0.43707279,0.56047354,0.68080463,0.64749275,0.06527884
"27",160,78,0.51394119,0,0.28412367,0.43707279,0.56047354,0.68080463,0.64749275,0.14798921
"28",161,78,0.56643799,0,0.2809444,0.43707279,0.56047354,0.68080463,0.64749275,0.16941144
"29",152,79,0.23670747,0.23690646,0.39599663,0.43568811,0.55869792,0.67864779,0.64544144,0.03977718
"30",153,79,0,0.22211053,0,0.43568811,0.55869792,0.67864779,0.64544144,0.00545878
"31",154,79,0,0.21433652,0,0.43568811,0.55869792,0.67864779,0.64544144,0.02040482
"32",155,79,0,0.21521425,0,0.43568811,0.55869792,0.67864779,0.64544144,0.00143237
"33",156,79,0,0.20984553,0,0.43568811,0.55869792,0.67864779,0.64544144,0.00887617
"34",157,79,0,0.22290324,0,0.43568811,0.55869792,0.67864779,0.64544144,0.01700577
"35",158,79,0,0.20984553,0,0.43568811,0.55869792,0.67864779,0.64544144,0.00754961
"36",159,79,0.29012636,0.10201599,0.33317553,0.43568811,0.55869792,0.67864779,0.64544144,0.01947491
"37",160,79,0.54535929,0,0.29980621,0.43568811,0.55869792,0.67864779,0.64544144,0.08628461
"38",161,79,0.5217576,0,0.29095291,0.43568811,0.55869792,0.67864779,0.64544144,0.28472156
"39",162,79,0.56553662,0,0.28614728,0.43568811,0.55869792,0.67864779,0.64544144,0.11209854
"40",151,80,0,0.23601656,0.29847841,0.43429984,0.5569177,0.67648536,0.64338483,0.03017874
"41",152,80,0.1045662,0.28052907,0.10077725,0.43429984,0.5569177,0.67648536,0.64338483,0.06281674
"42",153,80,0.10504477,0.2792159,0.10077725,0.43429984,0.5569177,0.67648536,0.64338483,0.04963681
"43",154,80,0.50949459,0,0.30038518,0.43429984,0.5569177,0.67648536,0.64338483,0.04656917
"44",155,80,0.53812982,0,0.30200018,0.43429984,0.5569177,0.67648536,0.64338483,0.01206144
"45",156,80,0.52967344,0,0.29885092,0.43429984,0.5569177,0.67648536,0.64338483,0.02505786
"46",157,80,0.50744392,0,0.28232109,0.43429984,0.5569177,0.67648536,0.64338483,0.07323776
"47",158,80,0.52450077,0,0.28223296,0.43429984,0.5569177,0.67648536,0.64338483,0.0393373
"48",159,80,0.27457458,0.10144497,0.32479021,0.43429984,0.5569177,0.67648536,0.64338483,0.03680533
"49",160,80,0.52435963,0,0.29550404,0.43429984,0.5569177,0.67648536,0.64338483,0.04198935
"50",161,80,0.56596454,0,0.28761163,0.43429984,0.5569177,0.67648536,0.64338483,0.36360744
"51",162,80,0.56252415,0,0.28963174,0.43429984,0.5569177,0.67648536,0.64338483,0.26635825
"52",163,80,0.56525116,0,0.28963174,0.43429984,0.5569177,0.67648536,0.64338483,0.12139813
"53",164,80,0.56250524,0,0.27849299,0.43429984,0.5569177,0.67648536,0.64338483,0.0659016
"54",165,80,0.55988147,0,0.27849299,0.43429984,0.5569177,0.67648536,0.64338483,0.0565907
"55",154,81,0.10464379,0.29425375,0.10158817,0.43290761,0.5551324,0.67431676,0.64132234,0.03173736
"56",155,81,0.5183348,0,0.29827719,0.43290761,0.5551324,0.67431676,0.64132234,0.04558148
"57",156,81,0.51903767,0,0.1758201,0.43290761,0.5551324,0.67431676,0.64132234,0.03512198
"58",157,81,0.51677967,0,0,0.43290761,0.5551324,0.67431676,0.64132234,0.0978495
"59",158,81,0.51736874,0,0,0.43290761,0.5551324,0.67431676,0.64132234,0.08013493
"60",159,81,0.52717636,0,0.28392959,0.43290761,0.5551324,0.67431676,0.64132234,0.11366363
"61",160,81,0.53347619,0,0.28699741,0.43290761,0.5551324,0.67431676,0.64132234,0.16829181
"62",161,81,0.50359967,0,0.28530144,0.43290761,0.5551324,0.67431676,0.64132234,0.32256916
"63",163,81,0.56038231,0,0.28870328,0.43290761,0.5551324,0.67431676,0.64132234,0.15058059
"64",164,81,0.5681169,0,0.28870323,0.43290761,0.5551324,0.67431676,0.64132234,0.06943121
"65",165,81,0.50523535,0,0.28870328,0.43290761,0.5551324,0.67431676,0.64132234,0.04545018
"66",154,82,0.10107954,0.28790078,0,0.43151161,0.55334225,0.67214228,0.63925426,0.00665967
"67",155,82,0.10466278,0.29530206,0.10126057,0.43151161,0.55334225,0.67214228,0.63925426,0.01824076
"68",156,82,0.35418676,0,0.25586338,0.43151161,0.55334225,0.67214228,0.63925426,0.02231933
"69",157,82,0.51924253,0,0.29731533,0.43151161,0.55334225,0.67214228,0.63925426,0.0784182
"70",158,82,0.54112208,0,0,0.43151161,0.55334225,0.67214228,0.63925426,0.07559533
"71",159,82,0.5492017,0,0.27670505,0.43151161,0.55334225,0.67214228,0.63925426,0.06478459
"72",160,82,0.55254492,0,0.27670505,0.43151161,0.55334225,0.67214228,0.63925426,0.06257739
"73",161,82,0.55071633,0,0.28777229,0.43151161,0.55334225,0.67214228,0.63925426,0.12005318
"74",162,82,0.53831437,0,0,0.43151161,0.55334225,0.67214228,0.63925426,0.10759357
"75",163,82,0.55039995,0,0,0.43151161,0.55334225,0.67214228,0.63925426,0.09312857
"76",164,82,0.55792521,0,0.28777229,0.43151161,0.55334225,0.67214228,0.63925426,0.08150883
"77",152,83,0.42636536,0.28383587,0.21580525,0.43011202,0.55154751,0.66996222,0.63718086,0.00757955
"78",153,83,0.4201848,0.28413764,0.20040825,0.43011202,0.55154751,0.66996222,0.63718086,0.00898697
"79",154,83,0.10244387,0.27781716,0.10093214,0.43011202,0.55154751,0.66996222,0.63718086,0.02467921
"80",155,83,0.34612922,0,0.25503352,0.43011202,0.55154751,0.66996222,0.63718086,0.02842001
"81",156,83,0.35023158,0,0.25503347,0.43011202,0.55154751,0.66996222,0.63718086,0.02285395
"82",157,83,0.50763999,0,0.29635098,0.43011202,0.55154751,0.66996222,0.63718086,0.0233874
"83",158,83,0.38995635,0,0.23634369,0.43011202,0.55154751,0.66996222,0.63718086,0.04200667
"84",159,83,0.33918363,0,0.24194082,0.43011202,0.55154751,0.66996222,0.63718086,0.06138443
"85",160,83,0.33445575,0,0,0.43011202,0.55154751,0.66996222,0.63718086,0.07275779
"86",161,83,0.33047057,0,0,0.43011202,0.55154751,0.66996222,0.63718086,0.04864352
"87",162,83,0.32724759,0,0,0.43011202,0.55154751,0.66996222,0.63718086,0.06863968
"88",163,83,0.55791184,0,0,0.43011202,0.55154751,0.66996222,0.63718086,0.08126013
"89",164,83,0.55236234,0,0.28683891,0.43011202,0.55154751,0.66996222,0.63718086,0.07435808
"90",165,83,0.50092397,0,0.28683891,0.43011202,0.55154751,0.66996222,0.63718086,0.05053049
"91",153,84,0.34646631,0,0.25420127,0.42870847,0.54974769,0.66777598,0.6351016,0.04497882
"92",154,84,0.35383891,0,0.25420124,0.42870847,0.54974769,0.66777598,0.6351016,0.04270038
"93",155,84,0.25241448,0,0.23196241,0.42870847,0.54974769,0.66777598,0.6351016,0.03909069
"94",156,84,0.25352907,0,0.25420127,0.42870847,0.54974769,0.66777598,0.6351016,0.02239511
"95",157,84,0.32035948,0,0,0.42870847,0.54974769,0.66777598,0.6351016,0.02204563
"96",158,84,0.32110177,0,0.2355725,0.42870847,0.54974769,0.66777598,0.6351016,0.03045472
