"","x","y","Crop.productivity","Forest.productivity","Grassland.productivity","Financial.capital","Human.capital","Social.capital","Manufactured.capital","Urban.capital"
"1",160,73,0.46344566,0,0.32640974,0.90240822,0.69197596,0.73140155,0.92442113,0.03253005
"2",161,74,0.3167508,0,0.32540579,0.89963266,0.68984764,0.72915197,0.92157787,0.0369096
"3",162,74,0.31367095,0,0.33561922,0.89963266,0.68984764,0.72915197,0.92157787,0.02716193
"4",160,75,0.5394489,0,0.41740488,0.89466799,0.6913536,0.72689616,0.91680589,0.09128809
"5",161,75,0.32220544,0,0.32439907,0.89684943,0.68771343,0.72689616,0.91872675,0.07696723
"6",162,75,0.48137304,0,0.42000433,0.89684943,0.68771343,0.72689616,0.91872675,0.04612742
"7",161,76,0,0.24589105,0,0.89405815,0.68557305,0.72463383,0.91586737,0.04334796
"8",162,76,0.31720028,0.21088145,0.32626745,0.89405815,0.68557305,0.72463383,0.91586737,0.0322246
"9",162,77,0.62426458,0.21122644,0.37088161,0.89125919,0.68342678,0.72236528,0.91300014,0.07961541
"10",163,77,0.28101243,0,0.30985667,0.89125919,0.68342678,0.72236528,0.91300014,0.05469243
"11",162,78,0.46005898,0,0.33288053,0.88845257,0.68127463,0.7200905,0.91012505,0.10165058
"12",163,78,0.28011196,0,0.33285466,0.67030672,0.66886037,0.64064159,0.77376275,0.13126943
"13",164,78,0.46162725,0,0.46027344,0.88845257,0.68127463,0.7200905,0.91012505,0.01353341
"14",165,78,0.47415379,0,0.46027344,0.88845257,0.68127463,0.7200905,0.91012505,0.03204937
"15",163,79,0.47617617,0,0.33033534,0.89505915,0.6949655,0.7178092,0.9079056,0.10958194
"16",164,79,0.32148802,0,0.31234559,0.88563788,0.6791163,0.7178092,0.9072417,0.03894365
"17",165,79,0.33017562,0,0.30983927,0.88563788,0.6791163,0.7178092,0.9072417,0.07115897
"18",166,79,0.27321937,0.01722026,0.29379307,0.88563788,0.6791163,0.7178092,0.9072417,0.04798196
"19",159,77,0.02284788,0.25755831,0.0391112,0.90074026,0.69937658,0.72236528,0.91366825,0.03535556
"20",160,77,0.02230384,0.2605708,0,0.90074026,0.69937658,0.72236528,0.91366825,0.06232787
"21",161,77,0.01740802,0.26026731,0,0.90074026,0.69937658,0.72236528,0.91366825,0.03900199
"22",153,78,0.04964252,0,0.48795446,0.89790377,0.6971742,0.7200905,0.91079106,0.0062026
"23",154,78,0,0.15680008,0.31262123,0.89790377,0.6971742,0.7200905,0.91079106,0
"24",157,78,0,0.15680008,0.31262138,0.89790377,0.6971742,0.7200905,0.91079106,0.01002341
"25",158,78,0,0.16772469,0.31262261,0.89790377,0.6971742,0.7200905,0.91079106,0.03281298
"26",159,78,0,0.17602835,0.2979152,0.89790377,0.6971742,0.7200905,0.91079106,0.10629349
"27",160,78,0.33082692,0,0.34687979,0.89790377,0.6971742,0.7200905,0.91079106,0.22750312
"28",161,78,0.48528596,0,0.36481855,0.89790377,0.6971742,0.7200905,0.91079106,0.23843425
"29",152,79,0.11373195,0.40068106,0.46904333,0.89505915,0.6949655,0.7178092,0.9079056,0.06303738
"30",153,79,0,0.16773469,0.31163244,0.89505915,0.6949655,0.7178092,0.9079056,0.01047122
"31",154,79,0,0.16049352,0.31163244,0.89505915,0.6949655,0.7178092,0.9079056,0.03603629
"32",155,79,0,0.16130783,0.31163244,0.89505915,0.6949655,0.7178092,0.9079056,0.00254818
"33",156,79,0,0.15630332,0.31163244,0.89505915,0.6949655,0.7178092,0.9079056,0.01668116
"34",157,79,0,0.16847529,0.31163248,0.89505915,0.6949655,0.7178092,0.9079056,0.03106065
"35",158,79,0,0.15630332,0.31163248,0.89505915,0.6949655,0.7178092,0.9079056,0.01362794
"36",159,79,0.33589585,0,0.43634652,0.89505915,0.6949655,0.7178092,0.9079056,0.0327384
"37",160,79,0.29167931,0,0.32005968,0.89505915,0.6949655,0.7178092,0.9079056,0.14496217
"38",161,79,0.45172699,0,0.33875432,0.89505915,0.6949655,0.7178092,0.9079056,0.40912204
"39",162,79,0.50198582,0,0.34755281,0.89505915,0.6949655,0.7178092,0.9079056,0.16782067
"40",151,80,0.10144973,0.3991016,0.45095727,0.89220715,0.69275108,0.71552199,0.90501267,0.05228054
"41",152,80,0,0.23289449,0,0.89220715,0.69275108,0.71552199,0.90501267,0.10306553
"42",153,80,0,0.22917588,0,0.89220715,0.69275108,0.71552199,0.90501267,0.07844193
"43",154,80,0.44261261,0,0.36709547,0.89220715,0.69275108,0.71552199,0.90501267,0.07982905
"44",155,80,0.47063198,0,0.36857021,0.89220715,0.69275108,0.71552199,0.90501267,0.02117355
"45",156,80,0.49649616,0,0.3654748,0.89220715,0.69275108,0.71552199,0.90501267,0.04574634
"46",157,80,0.63768406,0,0.48477851,0.89220715,0.69275108,0.71552199,0.90501267,0.1202236
"47",158,80,0.33641309,0,0.34459689,0.89220715,0.69275108,0.71552199,0.90501267,0.06870027
"48",159,80,0.31334168,0.13371399,0.42907947,0.89220715,0.69275108,0.71552199,0.90501267,0.05948094
"49",160,80,0.33415499,0,0.36123806,0.89220715,0.69275108,0.71552199,0.90501267,0.07342642
"50",161,80,0.50408566,0,0.35621238,0.89220715,0.69275108,0.71552199,0.90501267,0.44243227
"51",162,80,0.50430136,0,0.35621238,0.89220715,0.69275108,0.71552199,0.90501267,0.34130656
"52",163,80,0.50543822,0,0.35621239,0.89220715,0.69275108,0.71552199,0.90501267,0.1787021
"53",164,80,0.49892462,0,0.34320528,0.89220715,0.69275108,0.71552199,0.90501267,0.10770253
"54",165,80,0.49558107,0,0.34046334,0.89220715,0.69275108,0.71552199,0.90501267,0.09305743
"55",154,81,0.01718783,0.25402912,0.03414021,0.88934702,0.69053034,0.71322826,0.90211149,0.05431793
"56",155,81,0.45737707,0,0.36400459,0.88934702,0.69053034,0.71322826,0.90211149,0.08155222
"57",156,81,0.45616653,0,0.31745598,0.88934702,0.69053034,0.71322826,0.90211149,0.06273952
"58",157,81,0.45524863,0,0,0.88934702,0.69053034,0.71322826,0.90211149,0.14601663
"59",158,81,0.45299719,0,0.04215416,0.88934702,0.69053034,0.71322826,0.90211149,0.13863553
"60",159,81,0.4637691,0,0.34939781,0.88934702,0.69053034,0.71322826,0.90211149,0.18399403
"61",160,81,0.43937363,0,0.34923909,0.88934702,0.69053034,0.71322826,0.90211149,0.25849789
"62",161,81,0.45383754,0,0.35072386,0.88934702,0.69053034,0.71322826,0.90211149,0.38403869
"63",163,81,0.50251834,0,0.35507048,0.88934702,0.69053034,0.71322826,0.90211149,0.21341165
"64",164,81,0.50543702,0,0.35507043,0.88934702,0.69053034,0.71322826,0.90211149,0.11221951
"65",165,81,0.46994324,0,0.35507043,0.88934702,0.69053034,0.71322826,0.90211149,0.07272336
"66",154,82,0.0171324,0.24602455,0,0.88647913,0.68830357,0.7109283,0.89920244,0.01273804
"67",155,82,0,0.25599468,0.03403012,0.88647913,0.68830357,0.7109283,0.89920244,0.03432133
"68",156,82,0.15770192,0,0.30779619,0.88647913,0.68830357,0.7109283,0.89920244,0.04040268
"69",157,82,0.45007831,0,0.36256913,0.88647913,0.68830357,0.7109283,0.89920244,0.13333
"70",158,82,0.47629122,0,0,0.88647913,0.68830357,0.7109283,0.89920244,0.13201031
"71",159,82,0.48364919,0,0.34100188,0.88647913,0.68830357,0.7109283,0.89920244,0.11283066
"72",160,82,0.48758094,0,0.34100188,0.88647913,0.68830357,0.7109283,0.89920244,0.10675612
"73",161,82,0.48729128,0,0.35392543,0.88647913,0.68830357,0.7109283,0.89920244,0.18911452
"74",162,82,0.47415424,0,0.04132972,0.88647913,0.68830357,0.7109283,0.89920244,0.18219656
"75",163,82,0.48246394,0,0.04132972,0.88647913,0.68830357,0.7109283,0.89920244,0.14989678
"76",164,82,0.52703844,0,0.35392548,0.88647913,0.68830357,0.7109283,0.89920244,0.13439224
"77",152,83,0.25983878,0.24025201,0.26250239,0.88360387,0.68607109,0.70862243,0.89628591,0.01439801
"78",153,83,0.25881088,0.24164076,0.23470197,0.88360387,0.68607109,0.70862243,0.89628591,0.01703828
"79",154,83,0.01707683,0.23013622,0.03391974,0.88360387,0.68607109,0.70862243,0.89628591,0.04480846
