"","x","y","Crop.productivity","Forest.productivity","Grassland.productivity","Financial.capital","Human.capital","Social.capital","Manufactured.capital","Urban.capital"
"1",160,73,0.51576356,0,0.35628451,0.99533721,0.76593161,0.85769588,0.96445089,0.04386144
"2",161,74,0.34999133,0,0.35518868,0.99227583,0.76357582,0.85505785,0.96148451,0.05951739
"3",162,74,0.34303666,0,0.35604018,0.99227583,0.76357582,0.85505785,0.96148451,0.04337231
"4",160,75,0.41027355,0,0.35408982,0.9872348,0.76339065,0.85241252,0.95744278,0.130459
"5",161,75,0.3575695,0,0.35408982,0.98920599,0.76121351,0.85241252,0.95850992,0.12377423
"6",162,75,0.34108267,0,0.37862036,0.98920599,0.76121351,0.85241252,0.95850992,0.06837909
"7",161,76,0,0.25970291,0,0.98612726,0.75884437,0.84975954,0.95552673,0.07043038
"8",162,76,0.34185342,0.10950979,0.37895906,0.98612726,0.75884437,0.84975954,0.95552673,0.04928581
"9",162,77,0.32657307,0,0,0.98304007,0.75646872,0.84709927,0.95253534,0.12720352
"10",163,77,0.29652607,0,0.34053333,0.98304007,0.75646872,0.84709927,0.95253534,0.08329508
"11",162,78,0.4109676,0,0.36939115,0.97994442,0.75408655,0.8444317,0.94953575,0.15414333
"12",163,78,0.30021955,0,0.3691233,0.78538754,0.74653792,0.79163372,0.84535322,0.1745612
"13",164,78,0.51380719,0,0.50692899,0.97994442,0.75408655,0.8444317,0.94953575,0.0188158
"14",165,78,0.52571868,0,0.50274614,0.97994442,0.75408655,0.8444317,0.94953575,0.04950358
"15",163,79,0.5560911,0,0.37724809,0.98553444,0.76111419,0.84175648,0.94689638,0.14857677
"16",164,79,0.33953959,0,0.34417117,0.97683988,0.75169755,0.84175648,0.94652755,0.05732255
"17",165,79,0.34836776,0,0.34189271,0.97683988,0.75169755,0.84175648,0.94652755,0.09891368
"18",166,79,0.47697755,0,0.30989845,0.97683988,0.75169755,0.84175648,0.94652755,0.06082789
"19",159,77,0,0.27243032,0,0.99178981,0.76594513,0.84709927,0.95290652,0.05327515
"20",160,77,0,0.27627819,0,0.99178981,0.76594513,0.84709927,0.95290652,0.08471182
"21",161,77,0,0.275873,0,0.99178981,0.76594513,0.84709927,0.95290652,0.05587797
"22",153,78,0.07526679,0,0.51659871,0.98866661,0.76353312,0.8444317,0.94990576,0.00952721
"23",154,78,0,0.13984369,0.3203938,0.98866661,0.76353312,0.8444317,0.94990576,0
"24",157,78,0,0.13984369,0.3203946,0.98866661,0.76353312,0.8444317,0.94990576,0.01373882
"25",158,78,0,0.1490041,0.32040374,0.98866661,0.76353312,0.8444317,0.94990576,0.0448761
"26",159,78,0,0.15596688,0.31175379,0.98866661,0.76353312,0.8444317,0.94990576,0.14109021
"27",160,78,0.33565267,0,0.38100666,0.98866661,0.76353312,0.8444317,0.94990576,0.28165432
"28",161,78,0.53614487,0,0.37970301,0.98866661,0.76353312,0.8444317,0.94990576,0.28495799
"29",152,79,0.12830503,0.37858474,0.50682128,0.98553444,0.76111419,0.84175648,0.94689638,0.07947552
