"","x","y","Crop.productivity","Forest.productivity","Grassland.productivity","Financial.capital","Human.capital","Social.capital","Manufactured.capital","Urban.capital"
"1",160,73,0.66397251,0,0.08478172,1.02545406,0.52604894,0.50247792,0.8982715,0.03160098
"2",161,74,0.48504835,0,0.08452094,1.02230006,0.52443096,0.50093244,0.89550867,0.03566162
"3",162,74,0.48684173,0,0.08452096,1.02230006,0.52443096,0.50093244,0.89550867,0.02354111
"4",160,75,0.8327226,0,0.08425947,1.01741145,0.5306462,0.49938269,0.87512319,0.08997839
"5",161,75,0.48442096,0,0.08425947,1.01913733,0.52280851,0.49938269,0.8927382,0.07277143
"6",162,75,0.49011881,0,0.08909631,1.01913733,0.52280851,0.49938269,0.8927382,0.04063489
"7",161,76,0,0.3360525,0,1.01596544,0.52118136,0.49782845,0.88995971,0.03974644
"8",162,76,0.48761788,0,0.08938075,1.01596544,0.52118136,0.49782845,0.88995971,0.0280986
"9",162,77,0.5374529,0,0,1.01278484,0.51954974,0.49626994,0.88717359,0.07354977
"10",163,77,0.15082473,0,0.08280458,1.01278484,0.51954974,0.49626994,0.88717359,0.04986937
"11",162,78,0.41792829,0,0.08343467,1.00959552,0.51791365,0.49470716,0.88437983,0.102372
"12",163,78,0.40420729,0,0.08343467,0.84547083,0.42406908,0.4175538,0.78371762,0.12766007
"13",164,78,0.12453159,0,0.08163271,1.00959552,0.51791365,0.49470716,0.88437983,0.01404078
"14",165,78,0.39112966,0,0.0828503,1.00959552,0.51791365,0.49470716,0.88437983,0.03127317
"15",163,79,0.67184407,0,0.08178855,1.0143822,0.53326008,0.49313989,0.88756365,0.10574469
"16",164,79,0.42338618,0,0.08137408,1.00639705,0.51627286,0.49313989,0.88157804,0.03904659
"17",165,79,0.42738247,0,0,1.00639705,0.51627286,0.49313989,0.88157804,0.07184812
"18",166,79,0.15620153,0.120518,0.07908096,1.00639705,0.51627286,0.49313989,0.88157804,0.04659925
"19",159,77,0.10954676,0.32567817,0.07737538,1.02082068,0.53664479,0.49626994,0.89319719,0.03256217
"20",160,77,0.11043253,0.31759239,0,1.02082068,0.53664479,0.49626994,0.89319719,0.06005136
"21",161,77,0,0.31875428,0,1.02082068,0.53664479,0.49626994,0.89319719,0.03619119
"22",153,78,0,0,0,1.01760605,0.53495486,0.49470716,0.89038446,0.0058721
"23",154,78,0,0.42793419,0,1.01760605,0.53495486,0.49470716,0.89038446,0
"24",157,78,0,0.42793419,0,1.01760605,0.53495486,0.49470716,0.89038446,0.00943675
